,set_size,trial_num,method_num,space
844,1000.0,68.0,4.0,25493.65625
845,1000,69,0,32000
846,1000,69,1,19000
847,1000.0,69.0,2.0,16615.0
848,1000.0,69.0,3.0,25740.0
849,1000.0,69.0,4.0,25568.125
850,1000,70,0,32000
851,1000,70,1,21000
852,1000.0,70.0,2.0,16688.5
853,1000.0,70.0,3.0,25867.0
854,1000.0,70.0,4.0,25609.1875
855,1000,71,0,32000
856,1000,71,1,19000
857,1000.0,71.0,2.0,16549.0
858,1000.0,71.0,3.0,25665.0
859,1000.0,71.0,4.0,25493.125
860,1000,72,0,32000
861,1000,72,1,18000
862,1000.0,72.0,2.0,16389.0
863,1000.0,72.0,3.0,25514.0
864,1000.0,72.0,4.0,25342.125
865,1000,73,0,32000
866,1000,73,1,21000
867,1000.0,73.0,2.0,16718.5
868,1000.0,73.0,3.0,25888.0
869,1000.0,73.0,4.0,25630.1875
870,1000,74,0,32000
871,1000,74,1,19000
872,1000.0,74.0,2.0,16701.25
873,1000.0,74.0,3.0,25839.5
874,1000.0,74.0,4.0,25624.65625
875,1000,75,0,32000
876,1000,75,1,19000
877,1000.0,75.0,2.0,16557.25
878,1000.0,75.0,3.0,25686.5
879,1000.0,75.0,4.0,25471.65625
880,1000,76,0,32000
881,1000,76,1,19000
882,1000.0,76.0,2.0,16747.25
883,1000.0,76.0,3.0,25894.5
884,1000.0,76.0,4.0,25679.65625
885,1000,77,0,32000
886,1000,77,1,20000
887,1000.0,77.0,2.0,16719.5
888,1000.0,77.0,3.0,25871.0
889,1000.0,77.0,4.0,25613.1875
890,1000,78,0,32000
891,1000,78,1,19000
892,1000.0,78.0,2.0,16785.25
893,1000.0,78.0,3.0,25941.5
894,1000.0,78.0,4.0,25726.65625
895,1000,79,0,32000
896,1000,79,1,19000
897,1000.0,79.0,2.0,16522.25
898,1000.0,79.0,3.0,25669.5
899,1000.0,79.0,4.0,25454.65625
900,1000,80,0,32000
901,1000,80,1,19000
902,1000.0,80.0,2.0,16656.25
903,1000.0,80.0,3.0,25812.5
904,1000.0,80.0,4.0,25597.65625
905,1000,81,0,32000
906,1000,81,1,18000
907,1000.0,81.0,2.0,16529.0
908,1000.0,81.0,3.0,25654.0
909,1000.0,81.0,4.0,25482.125
910,1000,82,0,32000
911,1000,82,1,19000
912,1000.0,82.0,2.0,16682.25
913,1000.0,82.0,3.0,25838.5
914,1000.0,82.0,4.0,25623.65625
915,1000,83,0,32000
916,1000,83,1,19000
917,1000.0,83.0,2.0,16663.25
918,1000.0,83.0,3.0,25792.5
919,1000.0,83.0,4.0,25577.65625
920,1000,84,0,32000
921,1000,84,1,20000
922,1000.0,84.0,2.0,16699.25
923,1000.0,84.0,3.0,25846.5
924,1000.0,84.0,4.0,25631.65625
925,1000,85,0,32000
926,1000,85,1,19000
927,1000.0,85.0,2.0,16620.25
928,1000.0,85.0,3.0,25776.5
929,1000.0,85.0,4.0,25561.65625
930,1000,86,0,32000
931,1000,86,1,19000
932,1000.0,86.0,2.0,16455.25
933,1000.0,86.0,3.0,25602.5
934,1000.0,86.0,4.0,25387.65625
935,1000,87,0,32000
936,1000,87,1,18000
937,1000.0,87.0,2.0,16429.0
938,1000.0,87.0,3.0,25554.0
939,1000.0,87.0,4.0,25382.125
940,1000,88,0,32000
941,1000,88,1,18000
942,1000.0,88.0,2.0,16562.0
943,1000.0,88.0,3.0,25678.0
944,1000.0,88.0,4.0,25506.125
945,1000,89,0,32000
946,1000,89,1,19000
947,1000.0,89.0,2.0,16677.25
948,1000.0,89.0,3.0,25824.5
949,1000.0,89.0,4.0,25609.65625
950,1000,90,0,32000
951,1000,90,1,19000
952,1000.0,90.0,2.0,16429.0
953,1000.0,90.0,3.0,25545.0
954,1000.0,90.0,4.0,25373.125
955,1000,91,0,32000
956,1000,91,1,20000
957,1000.0,91.0,2.0,16685.25
958,1000.0,91.0,3.0,25832.5
959,1000.0,91.0,4.0,25617.65625
960,1000,92,0,32000
961,1000,92,1,19000
962,1000.0,92.0,2.0,16723.25
963,1000.0,92.0,3.0,25861.5
964,1000.0,92.0,4.0,25646.65625
965,1000,93,0,32000
966,1000,93,1,19000
967,1000.0,93.0,2.0,16584.0
968,1000.0,93.0,3.0,25709.0
969,1000.0,93.0,4.0,25537.125
970,1000,94,0,32000
971,1000,94,1,19000
972,1000.0,94.0,2.0,16758.25
973,1000.0,94.0,3.0,25905.5
974,1000.0,94.0,4.0,25690.65625
975,1000,95,0,32000
976,1000,95,1,19000
977,1000.0,95.0,2.0,16731.25
978,1000.0,95.0,3.0,25878.5
979,1000.0,95.0,4.0,25663.65625
980,1000,96,0,32000
981,1000,96,1,20000
982,1000.0,96.0,2.0,16597.25
983,1000.0,96.0,3.0,25744.5
984,1000.0,96.0,4.0,25529.65625
985,1000,97,0,32000
986,1000,97,1,20000
987,1000.0,97.0,2.0,16743.25
988,1000.0,97.0,3.0,25881.5
989,1000.0,97.0,4.0,25666.65625
990,1000,98,0,32000
991,1000,98,1,19000
992,1000.0,98.0,2.0,16546.25
993,1000.0,98.0,3.0,25693.5
994,1000.0,98.0,4.0,25478.65625
995,1000,99,0,32000
996,1000,99,1,19000
997,1000.0,99.0,2.0,16731.25
998,1000.0,99.0,3.0,25869.5
999,1000.0,99.0,4.0,25654.65625
1000,10000,0,0,320000
1001,10000,0,1,200000
1002,10000.0,0.0,2.0,166724.5
1003,10000.0,0.0,3.0,258233.0
1004,10000.0,0.0,4.0,256475.1875
1005,10000,1,0,320000
1006,10000,1,1,210000
1007,10000.0,1.0,2.0,166099.5
1008,10000.0,1.0,3.0,257599.0
1009,10000.0,1.0,4.0,255841.1875
1010,10000,2,0,320000
1011,10000,2,1,210000
1012,10000.0,2.0,2.0,166312.5
1013,10000.0,2.0,3.0,257803.0
1014,10000.0,2.0,4.0,256045.1875
1015,10000,3,0,320000
1016,10000,3,1,210000
1017,10000.0,3.0,2.0,166408.5
1018,10000.0,3.0,3.0,257890.0
1019,10000.0,3.0,4.0,256132.1875
1020,10000,4,0,320000
1021,10000,4,1,200000
1022,10000.0,4.0,2.0,166559.5
1023,10000.0,4.0,3.0,258095.0
1024,10000.0,4.0,4.0,256337.1875
1025,10000,5,0,320000
1026,10000,5,1,200000
1027,10000.0,5.0,2.0,166363.5
1028,10000.0,5.0,3.0,257872.0
1029,10000.0,5.0,4.0,256114.1875
1030,10000,6,0,320000
1031,10000,6,1,200000
1032,10000.0,6.0,2.0,166700.5
1033,10000.0,6.0,3.0,258164.0
1034,10000.0,6.0,4.0,256406.1875
1035,10000,7,0,320000
1036,10000,7,1,210000
1037,10000.0,7.0,2.0,166273.5
1038,10000.0,7.0,3.0,257746.0
1039,10000.0,7.0,4.0,255988.1875
1040,10000,8,0,320000
1041,10000,8,1,210000
1042,10000.0,8.0,2.0,166396.5
1043,10000.0,8.0,3.0,257842.0
1044,10000.0,8.0,4.0,256084.1875
1045,10000,9,0,320000
1046,10000,9,1,200000
1047,10000.0,9.0,2.0,166496.5
1048,10000.0,9.0,3.0,257969.0
1049,10000.0,9.0,4.0,256211.1875
1050,10000,10,0,320000
1051,10000,10,1,200000
1052,10000.0,10.0,2.0,166674.5
1053,10000.0,10.0,3.0,258156.0
1054,10000.0,10.0,4.0,256398.1875
1055,10000,11,0,320000
1056,10000,11,1,200000
1057,10000.0,11.0,2.0,167210.5
1058,10000.0,11.0,3.0,258674.0
1059,10000.0,11.0,4.0,256916.1875
1060,10000,12,0,320000
1061,10000,12,1,200000
1062,10000.0,12.0,2.0,166265.5
1063,10000.0,12.0,3.0,257693.0
1064,10000.0,12.0,4.0,255935.1875
1065,10000,13,0,320000
1066,10000,13,1,210000
1067,10000.0,13.0,2.0,166681.5
1068,10000.0,13.0,3.0,258154.0
1069,10000.0,13.0,4.0,256396.1875
1070,10000,14,0,320000
1071,10000,14,1,210000
1072,10000.0,14.0,2.0,166751.5
1073,10000.0,14.0,3.0,258242.0
1074,10000.0,14.0,4.0,256484.1875
1075,10000,15,0,320000
1076,10000,15,1,200000
1077,10000.0,15.0,2.0,166521.5
1078,10000.0,15.0,3.0,258057.0
1079,10000.0,15.0,4.0,256299.1875
1080,10000,16,0,320000
1081,10000,16,1,200000
1082,10000.0,16.0,2.0,166101.5
1083,10000.0,16.0,3.0,257592.0
1084,10000.0,16.0,4.0,255834.1875
1085,10000,17,0,320000
1086,10000,17,1,200000
1087,10000.0,17.0,2.0,166372.5
1088,10000.0,17.0,3.0,257809.0
1089,10000.0,17.0,4.0,256051.1875
1090,10000,18,0,320000
1091,10000,18,1,200000
1092,10000.0,18.0,2.0,166000.5
1093,10000.0,18.0,3.0,257446.0
1094,10000.0,18.0,4.0,255688.1875
1095,10000,19,0,320000
1096,10000,19,1,200000
1097,10000.0,19.0,2.0,166851.5
1098,10000.0,19.0,3.0,258297.0
1099,10000.0,19.0,4.0,256539.1875
1100,10000,20,0,320000
1101,10000,20,1,200000
1102,10000.0,20.0,2.0,166343.5
1103,10000.0,20.0,3.0,257789.0
1104,10000.0,20.0,4.0,256031.1875
1105,10000,21,0,320000
1106,10000,21,1,210000
1107,10000.0,21.0,2.0,166778.5
1108,10000.0,21.0,3.0,258269.0
1109,10000.0,21.0,4.0,256511.1875
1110,10000,22,0,320000
1111,10000,22,1,200000
1112,10000.0,22.0,2.0,166612.5
1113,10000.0,22.0,3.0,258085.0
1114,10000.0,22.0,4.0,256327.1875
1115,10000,23,0,320000
1116,10000,23,1,200000
1117,10000.0,23.0,2.0,166882.5
1118,10000.0,23.0,3.0,258355.0
1119,10000.0,23.0,4.0,256597.1875
1120,10000,24,0,320000
1121,10000,24,1,210000
1122,10000.0,24.0,2.0,166219.5
1123,10000.0,24.0,3.0,257728.0
1124,10000.0,24.0,4.0,255970.1875
1125,10000,25,0,320000
1126,10000,25,1,200000
1127,10000.0,25.0,2.0,166516.5
1128,10000.0,25.0,3.0,258016.0
1129,10000.0,25.0,4.0,256258.1875
1130,10000,26,0,320000
1131,10000,26,1,200000
1132,10000.0,26.0,2.0,167045.5
1133,10000.0,26.0,3.0,258509.0
1134,10000.0,26.0,4.0,256751.1875
1135,10000,27,0,320000
1136,10000,27,1,200000
1137,10000.0,27.0,2.0,166715.5
1138,10000.0,27.0,3.0,258206.0
1139,10000.0,27.0,4.0,256448.1875
1140,10000,28,0,320000
1141,10000,28,1,210000
1142,10000.0,28.0,2.0,166456.5
1143,10000.0,28.0,3.0,257929.0
1144,10000.0,28.0,4.0,256171.1875
1145,10000,29,0,320000
1146,10000,29,1,210000
1147,10000.0,29.0,2.0,167398.5
1148,10000.0,29.0,3.0,258871.0
1149,10000.0,29.0,4.0,257113.1875
1150,10000,30,0,320000
1151,10000,30,1,200000
1152,10000.0,30.0,2.0,166386.5
1153,10000.0,30.0,3.0,257832.0
1154,10000.0,30.0,4.0,256074.1875
1155,10000,31,0,320000
1156,10000,31,1,210000
1157,10000.0,31.0,2.0,166930.5
1158,10000.0,31.0,3.0,258403.0
1159,10000.0,31.0,4.0,256645.1875
1160,10000,32,0,320000
1161,10000,32,1,200000
1162,10000.0,32.0,2.0,166325.5
1163,10000.0,32.0,3.0,257753.0
1164,10000.0,32.0,4.0,255995.1875
1165,10000,33,0,320000
1166,10000,33,1,210000
1167,10000.0,33.0,2.0,166915.5
1168,10000.0,33.0,3.0,258370.0
1169,10000.0,33.0,4.0,256612.1875
1170,10000,34,0,320000
1171,10000,34,1,200000
1172,10000.0,34.0,2.0,166647.5
1173,10000.0,34.0,3.0,258111.0
1174,10000.0,34.0,4.0,256353.1875
1175,10000,35,0,320000
1176,10000,35,1,200000
1177,10000.0,35.0,2.0,166736.5
1178,10000.0,35.0,3.0,258200.0
1179,10000.0,35.0,4.0,256442.1875
1180,10000,36,0,320000
1181,10000,36,1,210000
1182,10000.0,36.0,2.0,166681.5
1183,10000.0,36.0,3.0,258154.0
1184,10000.0,36.0,4.0,256396.1875
1185,10000,37,0,320000
1186,10000,37,1,200000
1187,10000.0,37.0,2.0,166366.5
1188,10000.0,37.0,3.0,257758.0
1189,10000.0,37.0,4.0,256000.1875
1190,10000,38,0,320000
1191,10000,38,1,210000
1192,10000.0,38.0,2.0,166535.5
1193,10000.0,38.0,3.0,257963.0
1194,10000.0,38.0,4.0,256205.1875
1195,10000,39,0,320000
1196,10000,39,1,210000
1197,10000.0,39.0,2.0,166696.5
1198,10000.0,39.0,3.0,258187.0
1199,10000.0,39.0,4.0,256429.1875
1200,10000,40,0,320000
1201,10000,40,1,200000
1202,10000.0,40.0,2.0,166517.5
1203,10000.0,40.0,3.0,258017.0
1204,10000.0,40.0,4.0,256259.1875
1205,10000,41,0,320000
1206,10000,41,1,200000
1207,10000.0,41.0,2.0,166475.5
1208,10000.0,41.0,3.0,257984.0
1209,10000.0,41.0,4.0,256226.1875
1210,10000,42,0,320000
1211,10000,42,1,200000
1212,10000.0,42.0,2.0,166408.5
1213,10000.0,42.0,3.0,257881.0
1214,10000.0,42.0,4.0,256123.1875
1215,10000,43,0,320000
1216,10000,43,1,210000
1217,10000.0,43.0,2.0,166718.5
1218,10000.0,43.0,3.0,258200.0
1219,10000.0,43.0,4.0,256442.1875
1220,10000,44,0,320000
1221,10000,44,1,200000
1222,10000.0,44.0,2.0,167020.5
1223,10000.0,44.0,3.0,258529.0
1224,10000.0,44.0,4.0,256771.1875
1225,10000,45,0,320000
1226,10000,45,1,200000
1227,10000.0,45.0,2.0,166887.5
1228,10000.0,45.0,3.0,258396.0
1229,10000.0,45.0,4.0,256638.1875
1230,10000,46,0,320000
1231,10000,46,1,210000
1232,10000.0,46.0,2.0,166911.5
1233,10000.0,46.0,3.0,258402.0
1234,10000.0,46.0,4.0,256644.1875
1235,10000,47,0,320000
1236,10000,47,1,200000
1237,10000.0,47.0,2.0,166334.5
1238,10000.0,47.0,3.0,257834.0
1239,10000.0,47.0,4.0,256076.1875
1240,10000,48,0,320000
1241,10000,48,1,200000
1242,10000.0,48.0,2.0,166475.5
1243,10000.0,48.0,3.0,257993.0
1244,10000.0,48.0,4.0,256235.1875
1245,10000,49,0,320000
1246,10000,49,1,210000
1247,10000.0,49.0,2.0,166270.5
1248,10000.0,49.0,3.0,257707.0
1249,10000.0,49.0,4.0,255949.1875
1250,10000,50,0,320000
1251,10000,50,1,200000
1252,10000.0,50.0,2.0,165796.5
1253,10000.0,50.0,3.0,257260.0
1254,10000.0,50.0,4.0,255502.1875
1255,10000,51,0,320000
1256,10000,51,1,200000
1257,10000.0,51.0,2.0,166818.5
1258,10000.0,51.0,3.0,258318.0
1259,10000.0,51.0,4.0,256560.1875
1260,10000,52,0,320000
1261,10000,52,1,200000
1262,10000.0,52.0,2.0,166754.5
1263,10000.0,52.0,3.0,258263.0
1264,10000.0,52.0,4.0,256505.1875
1265,10000,53,0,320000
1266,10000,53,1,210000
1267,10000.0,53.0,2.0,166076.5
1268,10000.0,53.0,3.0,257495.0
1269,10000.0,53.0,4.0,255737.1875
1270,10000,54,0,320000
1271,10000,54,1,200000
1272,10000.0,54.0,2.0,166749.5
1273,10000.0,54.0,3.0,258240.0
1274,10000.0,54.0,4.0,256482.1875
1275,10000,55,0,320000
1276,10000,55,1,210000
1277,10000.0,55.0,2.0,166073.5
1278,10000.0,55.0,3.0,257573.0
1279,10000.0,55.0,4.0,255815.1875
1280,10000,56,0,320000
1281,10000,56,1,210000
1282,10000.0,56.0,2.0,166767.5
1283,10000.0,56.0,3.0,258294.0
1284,10000.0,56.0,4.0,256536.1875
1285,10000,57,0,320000
1286,10000,57,1,200000
1287,10000.0,57.0,2.0,166253.5
1288,10000.0,57.0,3.0,257699.0
1289,10000.0,57.0,4.0,255941.1875
1290,10000,58,0,320000
1291,10000,58,1,200000
1292,10000.0,58.0,2.0,166242.5
1293,10000.0,58.0,3.0,257670.0
1294,10000.0,58.0,4.0,255912.1875
1295,10000,59,0,320000
1296,10000,59,1,210000
1297,10000.0,59.0,2.0,166226.5
1298,10000.0,59.0,3.0,257717.0
1299,10000.0,59.0,4.0,255959.1875
1300,10000,60,0,320000
1301,10000,60,1,200000
1302,10000.0,60.0,2.0,166253.5
1303,10000.0,60.0,3.0,257762.0
1304,10000.0,60.0,4.0,256004.1875
1305,10000,61,0,320000
1306,10000,61,1,200000
1307,10000.0,61.0,2.0,166512.5
1308,10000.0,61.0,3.0,257967.0
1309,10000.0,61.0,4.0,256209.1875
1310,10000,62,0,320000
1311,10000,62,1,190000
1312,10000.0,62.0,2.0,166231.5
1313,10000.0,62.0,3.0,257695.0
1314,10000.0,62.0,4.0,255937.1875
1315,10000,63,0,320000
1316,10000,63,1,200000
1317,10000.0,63.0,2.0,166601.5
1318,10000.0,63.0,3.0,258074.0
1319,10000.0,63.0,4.0,256316.1875
1320,10000,64,0,320000
1321,10000,64,1,210000
1322,10000.0,64.0,2.0,166767.5
1323,10000.0,64.0,3.0,258267.0
1324,10000.0,64.0,4.0,256509.1875
1325,10000,65,0,320000
1326,10000,65,1,210000
1327,10000.0,65.0,2.0,166628.5
1328,10000.0,65.0,3.0,258083.0
1329,10000.0,65.0,4.0,256325.1875
1330,10000,66,0,320000
1331,10000,66,1,200000
1332,10000.0,66.0,2.0,167116.5
1333,10000.0,66.0,3.0,258553.0
1334,10000.0,66.0,4.0,256795.1875
1335,10000,67,0,320000
1336,10000,67,1,200000
1337,10000.0,67.0,2.0,166367.5
1338,10000.0,67.0,3.0,257795.0
1339,10000.0,67.0,4.0,256037.1875
1340,10000,68,0,320000
1341,10000,68,1,210000
1342,10000.0,68.0,2.0,166351.5
1343,10000.0,68.0,3.0,257788.0
1344,10000.0,68.0,4.0,256030.1875
1345,10000,69,0,320000
1346,10000,69,1,200000
1347,10000.0,69.0,2.0,166552.5
1348,10000.0,69.0,3.0,258052.0
1349,10000.0,69.0,4.0,256294.1875
1350,10000,70,0,320000
1351,10000,70,1,200000
1352,10000.0,70.0,2.0,166824.5
1353,10000.0,70.0,3.0,258306.0
1354,10000.0,70.0,4.0,256548.1875
1355,10000,71,0,320000
1356,10000,71,1,210000
1357,10000.0,71.0,2.0,166432.5
1358,10000.0,71.0,3.0,257914.0
1359,10000.0,71.0,4.0,256156.1875
1360,10000,72,0,320000
1361,10000,72,1,210000
1362,10000.0,72.0,2.0,166259.5
1363,10000.0,72.0,3.0,257633.0
1364,10000.0,72.0,4.0,255875.1875
1365,10000,73,0,320000
1366,10000,73,1,210000
1367,10000.0,73.0,2.0,166863.5
1368,10000.0,73.0,3.0,258318.0
1369,10000.0,73.0,4.0,256560.1875
1370,10000,74,0,320000
1371,10000,74,1,210000
1372,10000.0,74.0,2.0,166753.5
1373,10000.0,74.0,3.0,258253.0
1374,10000.0,74.0,4.0,256495.1875
1375,10000,75,0,320000
1376,10000,75,1,200000
1377,10000.0,75.0,2.0,166448.5
1378,10000.0,75.0,3.0,257966.0
1379,10000.0,75.0,4.0,256208.1875
1380,10000,76,0,320000
1381,10000,76,1,200000
1382,10000.0,76.0,2.0,165928.5
1383,10000.0,76.0,3.0,257437.0
1384,10000.0,76.0,4.0,255679.1875
1385,10000,77,0,320000
1386,10000,77,1,200000
1387,10000.0,77.0,2.0,166276.5
1388,10000.0,77.0,3.0,257722.0
1389,10000.0,77.0,4.0,255964.1875
1390,10000,78,0,320000
1391,10000,78,1,200000
1392,10000.0,78.0,2.0,166252.5
1393,10000.0,78.0,3.0,257698.0
1394,10000.0,78.0,4.0,255940.1875
1395,10000,79,0,320000
1396,10000,79,1,210000
1397,10000.0,79.0,2.0,166730.5
1398,10000.0,79.0,3.0,258266.0
1399,10000.0,79.0,4.0,256508.1875
1400,10000,80,0,320000
1401,10000,80,1,200000
1402,10000.0,80.0,2.0,166197.5
1403,10000.0,80.0,3.0,257715.0
1404,10000.0,80.0,4.0,255957.1875
1405,10000,81,0,320000
1406,10000,81,1,210000
1407,10000.0,81.0,2.0,166216.5
1408,10000.0,81.0,3.0,257734.0
1409,10000.0,81.0,4.0,255976.1875
1410,10000,82,0,320000
1411,10000,82,1,210000
1412,10000.0,82.0,2.0,166751.5
1413,10000.0,82.0,3.0,258269.0
1414,10000.0,82.0,4.0,256511.1875
1415,10000,83,0,320000
1416,10000,83,1,210000
1417,10000.0,83.0,2.0,166282.5
1418,10000.0,83.0,3.0,257764.0
1419,10000.0,83.0,4.0,256006.1875
1420,10000,84,0,320000
1421,10000,84,1,200000
1422,10000.0,84.0,2.0,166602.5
1423,10000.0,84.0,3.0,258129.0
1424,10000.0,84.0,4.0,256371.1875
1425,10000,85,0,320000
1426,10000,85,1,210000
1427,10000.0,85.0,2.0,166966.5
1428,10000.0,85.0,3.0,258439.0
1429,10000.0,85.0,4.0,256681.1875
1430,10000,86,0,320000
1431,10000,86,1,200000
1432,10000.0,86.0,2.0,166793.5
1433,10000.0,86.0,3.0,258311.0
1434,10000.0,86.0,4.0,256553.1875
1435,10000,87,0,320000
1436,10000,87,1,210000
1437,10000.0,87.0,2.0,166645.5
1438,10000.0,87.0,3.0,258127.0
1439,10000.0,87.0,4.0,256369.1875
1440,10000,88,0,320000
1441,10000,88,1,210000
1442,10000.0,88.0,2.0,166691.5
1443,10000.0,88.0,3.0,258146.0
1444,10000.0,88.0,4.0,256388.1875
1445,10000,89,0,320000
1446,10000,89,1,200000
1447,10000.0,89.0,2.0,166434.5
1448,10000.0,89.0,3.0,257934.0
1449,10000.0,89.0,4.0,256176.1875
1450,10000,90,0,320000
1451,10000,90,1,200000
1452,10000.0,90.0,2.0,166589.5
1453,10000.0,90.0,3.0,258134.0
1454,10000.0,90.0,4.0,256376.1875
1455,10000,91,0,320000
1456,10000,91,1,200000
1457,10000.0,91.0,2.0,166573.5
1458,10000.0,91.0,3.0,258073.0
1459,10000.0,91.0,4.0,256315.1875
1460,10000,92,0,320000
1461,10000,92,1,210000
1462,10000.0,92.0,2.0,166449.5
1463,10000.0,92.0,3.0,257922.0
1464,10000.0,92.0,4.0,256164.1875
1465,10000,93,0,320000
1466,10000,93,1,200000
1467,10000.0,93.0,2.0,166846.5
1468,10000.0,93.0,3.0,258283.0
1469,10000.0,93.0,4.0,256525.1875
1470,10000,94,0,320000
1471,10000,94,1,200000
1472,10000.0,94.0,2.0,166123.5
1473,10000.0,94.0,3.0,257623.0
1474,10000.0,94.0,4.0,255865.1875
1475,10000,95,0,320000
1476,10000,95,1,200000
1477,10000.0,95.0,2.0,166294.5
1478,10000.0,95.0,3.0,257758.0
1479,10000.0,95.0,4.0,256000.1875
1480,10000,96,0,320000
1481,10000,96,1,210000
1482,10000.0,96.0,2.0,166745.5
1483,10000.0,96.0,3.0,258218.0
1484,10000.0,96.0,4.0,256460.1875
1485,10000,97,0,320000
1486,10000,97,1,190000
1487,10000.0,97.0,2.0,166084.5
1488,10000.0,97.0,3.0,257566.0
1489,10000.0,97.0,4.0,255808.1875
1490,10000,98,0,320000
1491,10000,98,1,200000
1492,10000.0,98.0,2.0,166241.5
1493,10000.0,98.0,3.0,257732.0
1494,10000.0,98.0,4.0,255974.1875
1495,10000,99,0,320000
1496,10000,99,1,200000
1497,10000.0,99.0,2.0,166488.5
1498,10000.0,99.0,3.0,257961.0
1499,10000.0,99.0,4.0,256203.1875
