,set_size,trial_num,method_num,space
2166,100,361,0,3200
2167,100,361,1,2800
2168,100,361,2,1500
2169,100.0,361.0,3.0,1642.375
2170,100.0,361.0,4.0,2551.75
2171,100.0,361.0,5.0,2537.1015625
2172,100,362,0,3200
2173,100,362,1,2800
2174,100,362,2,1700
2175,100.0,362.0,3.0,1645.625
2176,100.0,362.0,4.0,2561.25
2177,100.0,362.0,5.0,2536.8359375
2178,100,363,0,3200
2179,100,363,1,2800
2180,100,363,2,1500
2181,100.0,363.0,3.0,1656.375
2182,100.0,363.0,4.0,2565.75
2183,100.0,363.0,5.0,2551.1015625
2184,100,364,0,3200
2185,100,364,1,2800
2186,100,364,2,1900
2187,100.0,364.0,3.0,1667.75
2188,100.0,364.0,4.0,2577.5
2189,100.0,364.0,5.0,2548.203125
2190,100,365,0,3200
2191,100,365,1,2800
2192,100,365,2,1800
2193,100.0,365.0,3.0,1637.625
2194,100.0,365.0,4.0,2553.25
2195,100.0,365.0,5.0,2528.8359375
2196,100,366,0,3200
2197,100,366,1,2800
2198,100,366,2,1300
2199,100.0,366.0,3.0,1628.25
2200,100.0,366.0,4.0,2534.5
2201,100.0,366.0,5.0,2524.734375
2202,100,367,0,3200
2203,100,367,1,2800
2204,100,367,2,1800
2205,100.0,367.0,3.0,1596.625
2206,100.0,367.0,4.0,2512.25
2207,100.0,367.0,5.0,2487.8359375
2208,100,368,0,3200
2209,100,368,1,2800
2210,100,368,2,1900
2211,100.0,368.0,3.0,1716.75
2212,100.0,368.0,4.0,2635.5
2213,100.0,368.0,5.0,2606.203125
2214,100,369,0,3200
2215,100,369,1,2800
2216,100,369,2,1700
2217,100.0,369.0,3.0,1592.5
2218,100.0,369.0,4.0,2496.0
2219,100.0,369.0,5.0,2476.46875
2220,100,370,0,3200
2221,100,370,1,2800
2222,100,370,2,1800
2223,100.0,370.0,3.0,1676.75
2224,100.0,370.0,4.0,2595.5
2225,100.0,370.0,5.0,2566.203125
2226,100,371,0,3200
2227,100,371,1,2800
2228,100,371,2,1500
2229,100.0,371.0,3.0,1666.375
2230,100.0,371.0,4.0,2575.75
2231,100.0,371.0,5.0,2561.1015625
2232,100,372,0,3200
2233,100,372,1,2800
2234,100,372,2,1700
2235,100.0,372.0,3.0,1670.5
2236,100.0,372.0,4.0,2583.0
2237,100.0,372.0,5.0,2563.46875
2238,100,373,0,3200
2239,100,373,1,2800
2240,100,373,2,1700
2241,100.0,373.0,3.0,1667.625
2242,100.0,373.0,4.0,2574.25
2243,100.0,373.0,5.0,2549.8359375
2244,100,374,0,3200
2245,100,374,1,2800
2246,100,374,2,1800
2247,100.0,374.0,3.0,1693.625
2248,100.0,374.0,4.0,2609.25
2249,100.0,374.0,5.0,2584.8359375
2250,100,375,0,3200
2251,100,375,1,2800
2252,100,375,2,1600
2253,100.0,375.0,3.0,1653.5
2254,100.0,375.0,4.0,2566.0
2255,100.0,375.0,5.0,2546.46875
2256,100,376,0,3200
2257,100,376,1,2800
2258,100,376,2,1800
2259,100.0,376.0,3.0,1683.625
2260,100.0,376.0,4.0,2599.25
2261,100.0,376.0,5.0,2574.8359375
2262,100,377,0,3200
2263,100,377,1,2800
2264,100,377,2,1700
2265,100.0,377.0,3.0,1681.625
2266,100.0,377.0,4.0,2597.25
2267,100.0,377.0,5.0,2572.8359375
2268,100,378,0,3200
2269,100,378,1,2800
2270,100,378,2,1700
2271,100.0,378.0,3.0,1651.625
2272,100.0,378.0,4.0,2558.25
2273,100.0,378.0,5.0,2533.8359375
2274,100,379,0,3200
2275,100,379,1,2800
2276,100,379,2,1600
2277,100.0,379.0,3.0,1677.5
2278,100.0,379.0,4.0,2590.0
2279,100.0,379.0,5.0,2570.46875
2280,100,380,0,3200
2281,100,380,1,2800
2282,100,380,2,1600
2283,100.0,380.0,3.0,1676.5
2284,100.0,380.0,4.0,2589.0
2285,100.0,380.0,5.0,2569.46875
2286,100,381,0,3200
2287,100,381,1,2800
2288,100,381,2,1900
2289,100.0,381.0,3.0,1687.75
2290,100.0,381.0,4.0,2606.5
2291,100.0,381.0,5.0,2577.203125
2292,100,382,0,3200
2293,100,382,1,2800
2294,100,382,2,1700
2295,100.0,382.0,3.0,1673.625
2296,100.0,382.0,4.0,2589.25
2297,100.0,382.0,5.0,2564.8359375
2298,100,383,0,3200
2299,100,383,1,2800
2300,100,383,2,1900
2301,100.0,383.0,3.0,1681.625
2302,100.0,383.0,4.0,2588.25
2303,100.0,383.0,5.0,2563.8359375
2304,100,384,0,3200
2305,100,384,1,2800
2306,100,384,2,1700
2307,100.0,384.0,3.0,1664.625
2308,100.0,384.0,4.0,2580.25
2309,100.0,384.0,5.0,2555.8359375
2310,100,385,0,3200
2311,100,385,1,2800
2312,100,385,2,1700
2313,100.0,385.0,3.0,1642.5
2314,100.0,385.0,4.0,2555.0
2315,100.0,385.0,5.0,2535.46875
2316,100,386,0,3200
2317,100,386,1,2800
2318,100,386,2,1500
2319,100.0,386.0,3.0,1675.375
2320,100.0,386.0,4.0,2584.75
2321,100.0,386.0,5.0,2570.1015625
2322,100,387,0,3200
2323,100,387,1,2800
2324,100,387,2,1500
2325,100.0,387.0,3.0,1648.375
2326,100.0,387.0,4.0,2557.75
2327,100.0,387.0,5.0,2543.1015625
2328,100,388,0,3200
2329,100,388,1,2800
2330,100,388,2,1700
2331,100.0,388.0,3.0,1720.625
2332,100.0,388.0,4.0,2636.25
2333,100.0,388.0,5.0,2611.8359375
2334,100,389,0,3200
2335,100,389,1,2800
2336,100,389,2,1600
2337,100.0,389.0,3.0,1653.5
2338,100.0,389.0,4.0,2566.0
2339,100.0,389.0,5.0,2546.46875
2340,100,390,0,3200
2341,100,390,1,2800
2342,100,390,2,1500
2343,100.0,390.0,3.0,1616.375
2344,100.0,390.0,4.0,2525.75
2345,100.0,390.0,5.0,2511.1015625
2346,100,391,0,3200
2347,100,391,1,2800
2348,100,391,2,1600
2349,100.0,391.0,3.0,1638.5
2350,100.0,391.0,4.0,2551.0
2351,100.0,391.0,5.0,2531.46875
2352,100,392,0,3200
2353,100,392,1,2800
2354,100,392,2,1600
2355,100.0,392.0,3.0,1677.625
2356,100.0,392.0,4.0,2593.25
2357,100.0,392.0,5.0,2568.8359375
2358,100,393,0,3200
2359,100,393,1,2800
2360,100,393,2,1800
2361,100.0,393.0,3.0,1635.625
2362,100.0,393.0,4.0,2551.25
2363,100.0,393.0,5.0,2526.8359375
2364,100,394,0,3200
2365,100,394,1,2800
2366,100,394,2,1700
2367,100.0,394.0,3.0,1599.5
2368,100.0,394.0,4.0,2512.0
2369,100.0,394.0,5.0,2492.46875
2370,100,395,0,3200
2371,100,395,1,2800
2372,100,395,2,1600
2373,100.0,395.0,3.0,1653.5
2374,100.0,395.0,4.0,2566.0
2375,100.0,395.0,5.0,2546.46875
2376,100,396,0,3200
2377,100,396,1,2800
2378,100,396,2,1800
2379,100.0,396.0,3.0,1676.625
2380,100.0,396.0,4.0,2592.25
2381,100.0,396.0,5.0,2567.8359375
2382,100,397,0,3200
2383,100,397,1,2800
2384,100,397,2,1900
2385,100.0,397.0,3.0,1670.75
2386,100.0,397.0,4.0,2589.5
2387,100.0,397.0,5.0,2560.203125
2388,100,398,0,3200
2389,100,398,1,2800
2390,100,398,2,2100
2391,100.0,398.0,3.0,1654.875
2392,100.0,398.0,4.0,2576.75
2393,100.0,398.0,5.0,2542.5703125
2394,100,399,0,3200
2395,100,399,1,2800
2396,100,399,2,1800
2397,100.0,399.0,3.0,1678.625
2398,100.0,399.0,4.0,2594.25
2399,100.0,399.0,5.0,2569.8359375
2400,100,400,0,3200
2401,100,400,1,2800
2402,100,400,2,1700
2403,100.0,400.0,3.0,1686.625
2404,100.0,400.0,4.0,2602.25
2405,100.0,400.0,5.0,2577.8359375
2406,100,401,0,3200
2407,100,401,1,2800
2408,100,401,2,1700
2409,100.0,401.0,3.0,1651.5
2410,100.0,401.0,4.0,2564.0
2411,100.0,401.0,5.0,2544.46875
2412,100,402,0,3200
2413,100,402,1,2800
2414,100,402,2,1700
2415,100.0,402.0,3.0,1739.625
2416,100.0,402.0,4.0,2655.25
2417,100.0,402.0,5.0,2630.8359375
2418,100,403,0,3200
2419,100,403,1,2800
2420,100,403,2,1600
2421,100.0,403.0,3.0,1642.5
2422,100.0,403.0,4.0,2555.0
2423,100.0,403.0,5.0,2535.46875
2424,100,404,0,3200
2425,100,404,1,2800
2426,100,404,2,1900
2427,100.0,404.0,3.0,1704.75
2428,100.0,404.0,4.0,2623.5
2429,100.0,404.0,5.0,2594.203125
2430,100,405,0,3200
2431,100,405,1,2800
2432,100,405,2,1800
2433,100.0,405.0,3.0,1678.625
2434,100.0,405.0,4.0,2585.25
2435,100.0,405.0,5.0,2560.8359375
2436,100,406,0,3200
2437,100,406,1,2800
2438,100,406,2,1700
2439,100.0,406.0,3.0,1650.75
2440,100.0,406.0,4.0,2569.5
2441,100.0,406.0,5.0,2540.203125
2442,100,407,0,3200
2443,100,407,1,2800
2444,100,407,2,1500
2445,100.0,407.0,3.0,1678.375
2446,100.0,407.0,4.0,2587.75
2447,100.0,407.0,5.0,2573.1015625
2448,100,408,0,3200
2449,100,408,1,2800
2450,100,408,2,1700
2451,100.0,408.0,3.0,1692.625
2452,100.0,408.0,4.0,2608.25
2453,100.0,408.0,5.0,2583.8359375
2454,100,409,0,3200
2455,100,409,1,2800
2456,100,409,2,1900
2457,100.0,409.0,3.0,1612.625
2458,100.0,409.0,4.0,2528.25
2459,100.0,409.0,5.0,2503.8359375
2460,100,410,0,3200
2461,100,410,1,2800
2462,100,410,2,1500
2463,100.0,410.0,3.0,1667.5
2464,100.0,410.0,4.0,2580.0
2465,100.0,410.0,5.0,2560.46875
2466,100,411,0,3200
2467,100,411,1,2800
2468,100,411,2,1800
2469,100.0,411.0,3.0,1650.75
2470,100.0,411.0,4.0,2569.5
2471,100.0,411.0,5.0,2540.203125
2472,100,412,0,3200
2473,100,412,1,2800
2474,100,412,2,1600
2475,100.0,412.0,3.0,1617.375
2476,100.0,412.0,4.0,2517.75
2477,100.0,412.0,5.0,2503.1015625
2478,100,413,0,3200
2479,100,413,1,2800
2480,100,413,2,1800
2481,100.0,413.0,3.0,1696.625
2482,100.0,413.0,4.0,2612.25
2483,100.0,413.0,5.0,2587.8359375
2484,100,414,0,3200
2485,100,414,1,2800
2486,100,414,2,1500
2487,100.0,414.0,3.0,1603.375
2488,100.0,414.0,4.0,2503.75
2489,100.0,414.0,5.0,2489.1015625
2490,100,415,0,3200
2491,100,415,1,2800
2492,100,415,2,1700
2493,100.0,415.0,3.0,1663.5
2494,100.0,415.0,4.0,2576.0
2495,100.0,415.0,5.0,2556.46875
2496,100,416,0,3200
2497,100,416,1,2800
2498,100,416,2,1600
2499,100.0,416.0,3.0,1625.5
2500,100.0,416.0,4.0,2529.0
2501,100.0,416.0,5.0,2509.46875
2502,100,417,0,3200
2503,100,417,1,2800
2504,100,417,2,1800
2505,100.0,417.0,3.0,1659.625
2506,100.0,417.0,4.0,2575.25
2507,100.0,417.0,5.0,2550.8359375
2508,100,418,0,3200
2509,100,418,1,2800
2510,100,418,2,1600
2511,100.0,418.0,3.0,1721.5
2512,100.0,418.0,4.0,2634.0
2513,100.0,418.0,5.0,2614.46875
2514,100,419,0,3200
2515,100,419,1,2800
2516,100,419,2,1800
2517,100.0,419.0,3.0,1671.625
2518,100.0,419.0,4.0,2587.25
2519,100.0,419.0,5.0,2562.8359375
2520,100,420,0,3200
2521,100,420,1,2800
2522,100,420,2,1600
2523,100.0,420.0,3.0,1656.5
2524,100.0,420.0,4.0,2569.0
2525,100.0,420.0,5.0,2549.46875
2526,100,421,0,3200
2527,100,421,1,2800
2528,100,421,2,1500
2529,100.0,421.0,3.0,1608.375
2530,100.0,421.0,4.0,2517.75
2531,100.0,421.0,5.0,2503.1015625
2532,100,422,0,3200
2533,100,422,1,2800
2534,100,422,2,1800
2535,100.0,422.0,3.0,1671.75
2536,100.0,422.0,4.0,2590.5
2537,100.0,422.0,5.0,2561.203125
2538,100,423,0,3200
2539,100,423,1,2800
2540,100,423,2,2100
2541,100.0,423.0,3.0,1685.875
2542,100.0,423.0,4.0,2607.75
2543,100.0,423.0,5.0,2573.5703125
2544,100,424,0,3200
2545,100,424,1,2800
2546,100,424,2,1700
2547,100.0,424.0,3.0,1636.5
2548,100.0,424.0,4.0,2549.0
2549,100.0,424.0,5.0,2529.46875
2550,100,425,0,3200
2551,100,425,1,2800
2552,100,425,2,1600
2553,100.0,425.0,3.0,1642.5
2554,100.0,425.0,4.0,2555.0
2555,100.0,425.0,5.0,2535.46875
2556,100,426,0,3200
2557,100,426,1,2800
2558,100,426,2,2000
2559,100.0,426.0,3.0,1710.875
2560,100.0,426.0,4.0,2632.75
2561,100.0,426.0,5.0,2598.5703125
2562,100,427,0,3200
2563,100,427,1,2800
2564,100,427,2,1700
2565,100.0,427.0,3.0,1640.5
2566,100.0,427.0,4.0,2553.0
2567,100.0,427.0,5.0,2533.46875
2568,100,428,0,3200
2569,100,428,1,2800
2570,100,428,2,1600
2571,100.0,428.0,3.0,1649.5
2572,100.0,428.0,4.0,2562.0
2573,100.0,428.0,5.0,2542.46875
2574,100,429,0,3200
2575,100,429,1,2800
2576,100,429,2,1400
2577,100.0,429.0,3.0,1650.25
2578,100.0,429.0,4.0,2556.5
2579,100.0,429.0,5.0,2546.734375
2580,100,430,0,3200
2581,100,430,1,2800
2582,100,430,2,1500
2583,100.0,430.0,3.0,1637.375
2584,100.0,430.0,4.0,2546.75
2585,100.0,430.0,5.0,2532.1015625
2586,100,431,0,3200
2587,100,431,1,2800
2588,100,431,2,1500
2589,100.0,431.0,3.0,1628.5
2590,100.0,431.0,4.0,2541.0
2591,100.0,431.0,5.0,2521.46875
2592,100,432,0,3200
2593,100,432,1,2800
2594,100,432,2,1700
2595,100.0,432.0,3.0,1655.625
2596,100.0,432.0,4.0,2571.25
2597,100.0,432.0,5.0,2546.8359375
2598,100,433,0,3200
2599,100,433,1,2800
2600,100,433,2,1700
2601,100.0,433.0,3.0,1631.5
2602,100.0,433.0,4.0,2544.0
2603,100.0,433.0,5.0,2524.46875
2604,100,434,0,3200
2605,100,434,1,2800
2606,100,434,2,1600
2607,100.0,434.0,3.0,1687.5
2608,100.0,434.0,4.0,2600.0
2609,100.0,434.0,5.0,2580.46875
2610,100,435,0,3200
2611,100,435,1,2800
2612,100,435,2,1500
2613,100.0,435.0,3.0,1658.375
2614,100.0,435.0,4.0,2567.75
2615,100.0,435.0,5.0,2553.1015625
2616,100,436,0,3200
2617,100,436,1,2800
2618,100,436,2,1600
2619,100.0,436.0,3.0,1594.375
2620,100.0,436.0,4.0,2503.75
2621,100.0,436.0,5.0,2489.1015625
2622,100,437,0,3200
2623,100,437,1,2800
2624,100,437,2,1800
2625,100.0,437.0,3.0,1704.75
2626,100.0,437.0,4.0,2623.5
2627,100.0,437.0,5.0,2594.203125
2628,100,438,0,3200
2629,100,438,1,2800
2630,100,438,2,1600
2631,100.0,438.0,3.0,1673.5
2632,100.0,438.0,4.0,2586.0
2633,100.0,438.0,5.0,2566.46875
2634,100,439,0,3200
2635,100,439,1,2800
2636,100,439,2,1700
2637,100.0,439.0,3.0,1652.75
2638,100.0,439.0,4.0,2571.5
2639,100.0,439.0,5.0,2542.203125
2640,100,440,0,3200
2641,100,440,1,2800
2642,100,440,2,1700
2643,100.0,440.0,3.0,1657.5
2644,100.0,440.0,4.0,2570.0
2645,100.0,440.0,5.0,2550.46875
2646,100,441,0,3200
2647,100,441,1,2800
2648,100,441,2,1800
2649,100.0,441.0,3.0,1667.75
2650,100.0,441.0,4.0,2586.5
2651,100.0,441.0,5.0,2557.203125
2652,100,442,0,3200
2653,100,442,1,2800
2654,100,442,2,1600
2655,100.0,442.0,3.0,1595.5
2656,100.0,442.0,4.0,2508.0
2657,100.0,442.0,5.0,2488.46875
2658,100,443,0,3200
2659,100,443,1,2800
2660,100,443,2,1500
2661,100.0,443.0,3.0,1678.5
2662,100.0,443.0,4.0,2591.0
2663,100.0,443.0,5.0,2571.46875
2664,100,444,0,3200
2665,100,444,1,2800
2666,100,444,2,1500
2667,100.0,444.0,3.0,1642.375
2668,100.0,444.0,4.0,2551.75
2669,100.0,444.0,5.0,2537.1015625
2670,100,445,0,3200
2671,100,445,1,2800
2672,100,445,2,1600
2673,100.0,445.0,3.0,1636.5
2674,100.0,445.0,4.0,2549.0
2675,100.0,445.0,5.0,2529.46875
2676,100,446,0,3200
2677,100,446,1,2800
2678,100,446,2,1900
2679,100.0,446.0,3.0,1764.875
2680,100.0,446.0,4.0,2686.75
2681,100.0,446.0,5.0,2652.5703125
2682,100,447,0,3200
2683,100,447,1,2800
2684,100,447,2,1700
2685,100.0,447.0,3.0,1672.625
2686,100.0,447.0,4.0,2588.25
2687,100.0,447.0,5.0,2563.8359375
2688,100,448,0,3200
2689,100,448,1,2800
2690,100,448,2,1800
2691,100.0,448.0,3.0,1638.5
2692,100.0,448.0,4.0,2551.0
2693,100.0,448.0,5.0,2531.46875
2694,100,449,0,3200
2695,100,449,1,2800
2696,100,449,2,1900
2697,100.0,449.0,3.0,1704.75
2698,100.0,449.0,4.0,2623.5
2699,100.0,449.0,5.0,2594.203125
2700,100,450,0,3200
2701,100,450,1,2800
2702,100,450,2,1700
2703,100.0,450.0,3.0,1681.625
2704,100.0,450.0,4.0,2597.25
2705,100.0,450.0,5.0,2572.8359375
2706,100,451,0,3200
2707,100,451,1,2800
2708,100,451,2,1700
2709,100.0,451.0,3.0,1666.5
2710,100.0,451.0,4.0,2570.0
2711,100.0,451.0,5.0,2550.46875
2712,100,452,0,3200
2713,100,452,1,2800
2714,100,452,2,1900
2715,100.0,452.0,3.0,1729.875
2716,100.0,452.0,4.0,2651.75
2717,100.0,452.0,5.0,2617.5703125
2718,100,453,0,3200
2719,100,453,1,2800
2720,100,453,2,1900
2721,100.0,453.0,3.0,1718.75
2722,100.0,453.0,4.0,2637.5
2723,100.0,453.0,5.0,2608.203125
2724,100,454,0,3200
2725,100,454,1,2800
2726,100,454,2,1700
2727,100.0,454.0,3.0,1648.5
2728,100.0,454.0,4.0,2561.0
2729,100.0,454.0,5.0,2541.46875
2730,100,455,0,3200
2731,100,455,1,2800
2732,100,455,2,1700
2733,100.0,455.0,3.0,1662.5
2734,100.0,455.0,4.0,2575.0
2735,100.0,455.0,5.0,2555.46875
2736,100,456,0,3200
2737,100,456,1,2800
2738,100,456,2,1600
2739,100.0,456.0,3.0,1650.375
2740,100.0,456.0,4.0,2559.75
2741,100.0,456.0,5.0,2545.1015625
2742,100,457,0,3200
2743,100,457,1,2800
2744,100,457,2,1700
2745,100.0,457.0,3.0,1652.5
2746,100.0,457.0,4.0,2565.0
2747,100.0,457.0,5.0,2545.46875
2748,100,458,0,3200
2749,100,458,1,2800
2750,100,458,2,1700
2751,100.0,458.0,3.0,1638.625
2752,100.0,458.0,4.0,2545.25
2753,100.0,458.0,5.0,2520.8359375
2754,100,459,0,3200
2755,100,459,1,2800
2756,100,459,2,2000
2757,100.0,459.0,3.0,1704.875
2758,100.0,459.0,4.0,2626.75
2759,100.0,459.0,5.0,2592.5703125
2760,100,460,0,3200
2761,100,460,1,2800
2762,100,460,2,1500
2763,100.0,460.0,3.0,1645.375
2764,100.0,460.0,4.0,2554.75
2765,100.0,460.0,5.0,2540.1015625
2766,100,461,0,3200
2767,100,461,1,2800
2768,100,461,2,1600
2769,100.0,461.0,3.0,1682.5
2770,100.0,461.0,4.0,2595.0
2771,100.0,461.0,5.0,2575.46875
2772,100,462,0,3200
2773,100,462,1,2800
2774,100,462,2,1700
2775,100.0,462.0,3.0,1651.625
2776,100.0,462.0,4.0,2567.25
2777,100.0,462.0,5.0,2542.8359375
2778,100,463,0,3200
2779,100,463,1,2800
2780,100,463,2,1600
2781,100.0,463.0,3.0,1677.5
2782,100.0,463.0,4.0,2590.0
2783,100.0,463.0,5.0,2570.46875
2784,100,464,0,3200
2785,100,464,1,2800
2786,100,464,2,1800
2787,100.0,464.0,3.0,1667.625
2788,100.0,464.0,4.0,2574.25
2789,100.0,464.0,5.0,2549.8359375
2790,100,465,0,3200
2791,100,465,1,2800
2792,100,465,2,1800
2793,100.0,465.0,3.0,1697.625
2794,100.0,465.0,4.0,2613.25
2795,100.0,465.0,5.0,2588.8359375
2796,100,466,0,3200
2797,100,466,1,2800
2798,100,466,2,1800
2799,100.0,466.0,3.0,1735.75
2800,100.0,466.0,4.0,2654.5
2801,100.0,466.0,5.0,2625.203125
2802,100,467,0,3200
2803,100,467,1,2800
2804,100,467,2,1900
2805,100.0,467.0,3.0,1694.75
2806,100.0,467.0,4.0,2613.5
2807,100.0,467.0,5.0,2584.203125
2808,100,468,0,3200
2809,100,468,1,2800
2810,100,468,2,1600
2811,100.0,468.0,3.0,1680.5
2812,100.0,468.0,4.0,2593.0
2813,100.0,468.0,5.0,2573.46875
2814,100,469,0,3200
2815,100,469,1,2800
2816,100,469,2,1800
2817,100.0,469.0,3.0,1674.625
2818,100.0,469.0,4.0,2590.25
2819,100.0,469.0,5.0,2565.8359375
2820,100,470,0,3200
2821,100,470,1,2800
2822,100,470,2,1600
2823,100.0,470.0,3.0,1666.5
2824,100.0,470.0,4.0,2579.0
2825,100.0,470.0,5.0,2559.46875
2826,100,471,0,3200
2827,100,471,1,2800
2828,100,471,2,2000
2829,100.0,471.0,3.0,1645.75
2830,100.0,471.0,4.0,2564.5
2831,100.0,471.0,5.0,2535.203125
2832,100,472,0,3200
2833,100,472,1,2800
2834,100,472,2,1700
2835,100.0,472.0,3.0,1670.5
2836,100.0,472.0,4.0,2583.0
2837,100.0,472.0,5.0,2563.46875
2838,100,473,0,3200
2839,100,473,1,2800
2840,100,473,2,1700
2841,100.0,473.0,3.0,1656.5
2842,100.0,473.0,4.0,2569.0
2843,100.0,473.0,5.0,2549.46875
2844,100,474,0,3200
2845,100,474,1,2800
2846,100,474,2,1800
2847,100.0,474.0,3.0,1682.625
2848,100.0,474.0,4.0,2589.25
2849,100.0,474.0,5.0,2564.8359375
2850,100,475,0,3200
2851,100,475,1,2800
2852,100,475,2,1900
2853,100.0,475.0,3.0,1710.75
2854,100.0,475.0,4.0,2629.5
2855,100.0,475.0,5.0,2600.203125
2856,100,476,0,3200
2857,100,476,1,2800
2858,100,476,2,1700
2859,100.0,476.0,3.0,1654.5
2860,100.0,476.0,4.0,2567.0
2861,100.0,476.0,5.0,2547.46875
2862,100,477,0,3200
2863,100,477,1,2800
2864,100,477,2,1800
2865,100.0,477.0,3.0,1647.625
2866,100.0,477.0,4.0,2554.25
2867,100.0,477.0,5.0,2529.8359375
2868,100,478,0,3200
2869,100,478,1,2800
2870,100,478,2,1900
2871,100.0,478.0,3.0,1736.75
2872,100.0,478.0,4.0,2655.5
2873,100.0,478.0,5.0,2626.203125
2874,100,479,0,3200
2875,100,479,1,2800
2876,100,479,2,1800
2877,100.0,479.0,3.0,1662.625
2878,100.0,479.0,4.0,2578.25
2879,100.0,479.0,5.0,2553.8359375
2880,100,480,0,3200
2881,100,480,1,2800
2882,100,480,2,1600
2883,100.0,480.0,3.0,1646.5
2884,100.0,480.0,4.0,2559.0
2885,100.0,480.0,5.0,2539.46875
2886,100,481,0,3200
2887,100,481,1,2800
2888,100,481,2,1800
2889,100.0,481.0,3.0,1662.625
2890,100.0,481.0,4.0,2578.25
2891,100.0,481.0,5.0,2553.8359375
2892,100,482,0,3200
2893,100,482,1,2800
2894,100,482,2,1800
2895,100.0,482.0,3.0,1720.75
2896,100.0,482.0,4.0,2639.5
2897,100.0,482.0,5.0,2610.203125
2898,100,483,0,3200
2899,100,483,1,2800
2900,100,483,2,1900
2901,100.0,483.0,3.0,1665.75
2902,100.0,483.0,4.0,2575.5
2903,100.0,483.0,5.0,2546.203125
2904,100,484,0,3200
2905,100,484,1,2800
2906,100,484,2,1700
2907,100.0,484.0,3.0,1742.75
2908,100.0,484.0,4.0,2661.5
2909,100.0,484.0,5.0,2632.203125
2910,100,485,0,3200
2911,100,485,1,2800
2912,100,485,2,1600
2913,100.0,485.0,3.0,1654.5
2914,100.0,485.0,4.0,2567.0
2915,100.0,485.0,5.0,2547.46875
2916,100,486,0,3200
2917,100,486,1,2800
2918,100,486,2,2000
2919,100.0,486.0,3.0,1631.75
2920,100.0,486.0,4.0,2550.5
2921,100.0,486.0,5.0,2521.203125
2922,100,487,0,3200
2923,100,487,1,2800
2924,100,487,2,1600
2925,100.0,487.0,3.0,1686.5
2926,100.0,487.0,4.0,2599.0
2927,100.0,487.0,5.0,2579.46875
2928,100,488,0,3200
2929,100,488,1,2800
2930,100,488,2,1900
2931,100.0,488.0,3.0,1720.75
2932,100.0,488.0,4.0,2639.5
2933,100.0,488.0,5.0,2610.203125
2934,100,489,0,3200
2935,100,489,1,2800
2936,100,489,2,1800
2937,100.0,489.0,3.0,1701.75
2938,100.0,489.0,4.0,2620.5
2939,100.0,489.0,5.0,2591.203125
2940,100,490,0,3200
2941,100,490,1,2800
2942,100,490,2,1900
2943,100.0,490.0,3.0,1722.75
2944,100.0,490.0,4.0,2641.5
2945,100.0,490.0,5.0,2612.203125
2946,100,491,0,3200
2947,100,491,1,2800
2948,100,491,2,2000
2949,100.0,491.0,3.0,1718.875
2950,100.0,491.0,4.0,2640.75
2951,100.0,491.0,5.0,2606.5703125
2952,100,492,0,3200
2953,100,492,1,2800
2954,100,492,2,1900
2955,100.0,492.0,3.0,1688.75
2956,100.0,492.0,4.0,2607.5
2957,100.0,492.0,5.0,2578.203125
2958,100,493,0,3200
2959,100,493,1,2800
2960,100,493,2,1700
2961,100.0,493.0,3.0,1710.625
2962,100.0,493.0,4.0,2626.25
2963,100.0,493.0,5.0,2601.8359375
2964,100,494,0,3200
2965,100,494,1,2800
2966,100,494,2,1600
2967,100.0,494.0,3.0,1671.5
2968,100.0,494.0,4.0,2584.0
2969,100.0,494.0,5.0,2564.46875
2970,100,495,0,3200
2971,100,495,1,2800
2972,100,495,2,1800
2973,100.0,495.0,3.0,1723.75
2974,100.0,495.0,4.0,2642.5
2975,100.0,495.0,5.0,2613.203125
2976,100,496,0,3200
2977,100,496,1,2800
2978,100,496,2,1900
2979,100.0,496.0,3.0,1661.75
2980,100.0,496.0,4.0,2580.5
2981,100.0,496.0,5.0,2551.203125
2982,100,497,0,3200
2983,100,497,1,2800
2984,100,497,2,1700
2985,100.0,497.0,3.0,1674.625
2986,100.0,497.0,4.0,2590.25
2987,100.0,497.0,5.0,2565.8359375
2988,100,498,0,3200
2989,100,498,1,2800
2990,100,498,2,1500
2991,100.0,498.0,3.0,1588.25
2992,100.0,498.0,4.0,2494.5
2993,100.0,498.0,5.0,2484.734375
2994,100,499,0,3200
2995,100,499,1,2800
2996,100,499,2,1800
2997,100.0,499.0,3.0,1687.75
2998,100.0,499.0,4.0,2606.5
2999,100.0,499.0,5.0,2577.203125
3000,100,500,0,3200
3001,100,500,1,2800
3002,100,500,2,1500
3003,100.0,500.0,3.0,1602.375
3004,100.0,500.0,4.0,2511.75
3005,100.0,500.0,5.0,2497.1015625
3006,100,501,0,3200
3007,100,501,1,2800
3008,100,501,2,1600
3009,100.0,501.0,3.0,1628.5
3010,100.0,501.0,4.0,2541.0
3011,100.0,501.0,5.0,2521.46875
3012,100,502,0,3200
3013,100,502,1,2800
3014,100,502,2,1800
3015,100.0,502.0,3.0,1654.625
3016,100.0,502.0,4.0,2570.25
3017,100.0,502.0,5.0,2545.8359375
3018,100,503,0,3200
3019,100,503,1,2800
3020,100,503,2,1900
3021,100.0,503.0,3.0,1730.875
3022,100.0,503.0,4.0,2652.75
3023,100.0,503.0,5.0,2618.5703125
3024,100,504,0,3200
3025,100,504,1,2800
3026,100,504,2,2100
