,trial_num,method_num,delim_size,space
341,113.0,2.0,0.0,12791.0
342,114.0,0.0,0.0,19835.0
343,114.0,1.0,0.0,35835.0
344,114.0,2.0,0.0,12835.0
345,115.0,0.0,0.0,19874.0
346,115.0,1.0,0.0,35874.0
347,115.0,2.0,0.0,12874.0
348,116.0,0.0,0.0,19792.0
349,116.0,1.0,0.0,35792.0
350,116.0,2.0,0.0,12792.0
351,117.0,0.0,0.0,19803.0
352,117.0,1.0,0.0,35803.0
353,117.0,2.0,0.0,12803.0
354,118.0,0.0,0.0,19698.0
355,118.0,1.0,0.0,35698.0
356,118.0,2.0,0.0,12698.0
357,119.0,0.0,0.0,19688.0
358,119.0,1.0,0.0,35688.0
359,119.0,2.0,0.0,12688.0
360,120.0,0.0,0.0,19649.0
361,120.0,1.0,0.0,35649.0
362,120.0,2.0,0.0,12649.0
363,121.0,0.0,0.0,19725.0
364,121.0,1.0,0.0,35725.0
365,121.0,2.0,0.0,12725.0
366,122.0,0.0,0.0,19635.0
367,122.0,1.0,0.0,35635.0
368,122.0,2.0,0.0,12635.0
369,123.0,0.0,0.0,19771.0
370,123.0,1.0,0.0,35771.0
371,123.0,2.0,0.0,12771.0
372,124.0,0.0,0.0,19849.0
373,124.0,1.0,0.0,35849.0
374,124.0,2.0,0.0,12849.0
375,125.0,0.0,0.0,19744.0
376,125.0,1.0,0.0,35744.0
377,125.0,2.0,0.0,12744.0
378,126.0,0.0,0.0,19745.0
379,126.0,1.0,0.0,35745.0
380,126.0,2.0,0.0,12745.0
381,127.0,0.0,0.0,19655.0
382,127.0,1.0,0.0,35655.0
383,127.0,2.0,0.0,12655.0
384,128.0,0.0,0.0,19810.0
385,128.0,1.0,0.0,35810.0
386,128.0,2.0,0.0,12810.0
387,129.0,0.0,0.0,19700.0
388,129.0,1.0,0.0,35700.0
389,129.0,2.0,0.0,12700.0
390,130.0,0.0,0.0,19683.0
391,130.0,1.0,0.0,35683.0
392,130.0,2.0,0.0,12683.0
393,131.0,0.0,0.0,19759.0
394,131.0,1.0,0.0,35759.0
395,131.0,2.0,0.0,12759.0
396,132.0,0.0,0.0,19768.0
397,132.0,1.0,0.0,35768.0
398,132.0,2.0,0.0,12768.0
399,133.0,0.0,0.0,19828.0
400,133.0,1.0,0.0,35828.0
401,133.0,2.0,0.0,12828.0
402,134.0,0.0,0.0,19682.0
403,134.0,1.0,0.0,35682.0
404,134.0,2.0,0.0,12682.0
405,135.0,0.0,0.0,19795.0
406,135.0,1.0,0.0,35795.0
407,135.0,2.0,0.0,12795.0
408,136.0,0.0,0.0,19759.0
409,136.0,1.0,0.0,35759.0
410,136.0,2.0,0.0,12759.0
411,137.0,0.0,0.0,19810.0
412,137.0,1.0,0.0,35810.0
413,137.0,2.0,0.0,12810.0
414,138.0,0.0,0.0,19871.0
415,138.0,1.0,0.0,35871.0
416,138.0,2.0,0.0,12871.0
417,139.0,0.0,0.0,19795.0
418,139.0,1.0,0.0,35795.0
419,139.0,2.0,0.0,12795.0
420,140.0,0.0,0.0,19756.0
421,140.0,1.0,0.0,35756.0
422,140.0,2.0,0.0,12756.0
423,141.0,0.0,0.0,19792.0
424,141.0,1.0,0.0,35792.0
425,141.0,2.0,0.0,12792.0
426,142.0,0.0,0.0,19697.0
427,142.0,1.0,0.0,35697.0
428,142.0,2.0,0.0,12697.0
429,143.0,0.0,0.0,19892.0
430,143.0,1.0,0.0,35892.0
431,143.0,2.0,0.0,12892.0
432,144.0,0.0,0.0,19705.0
433,144.0,1.0,0.0,35705.0
434,144.0,2.0,0.0,12705.0
435,145.0,0.0,0.0,19776.0
436,145.0,1.0,0.0,35776.0
437,145.0,2.0,0.0,12776.0
438,146.0,0.0,0.0,19767.0
439,146.0,1.0,0.0,35767.0
440,146.0,2.0,0.0,12767.0
441,147.0,0.0,0.0,19780.0
442,147.0,1.0,0.0,35780.0
443,147.0,2.0,0.0,12780.0
444,148.0,0.0,0.0,19833.0
445,148.0,1.0,0.0,35833.0
446,148.0,2.0,0.0,12833.0
447,149.0,0.0,0.0,19703.0
448,149.0,1.0,0.0,35703.0
449,149.0,2.0,0.0,12703.0
450,150.0,0.0,0.0,19811.0
451,150.0,1.0,0.0,35811.0
452,150.0,2.0,0.0,12811.0
453,151.0,0.0,0.0,19676.0
454,151.0,1.0,0.0,35676.0
455,151.0,2.0,0.0,12676.0
456,152.0,0.0,0.0,19718.0
457,152.0,1.0,0.0,35718.0
458,152.0,2.0,0.0,12718.0
459,153.0,0.0,0.0,19768.0
460,153.0,1.0,0.0,35768.0
461,153.0,2.0,0.0,12768.0
462,154.0,0.0,0.0,19734.0
463,154.0,1.0,0.0,35734.0
464,154.0,2.0,0.0,12734.0
465,155.0,0.0,0.0,19727.0
466,155.0,1.0,0.0,35727.0
467,155.0,2.0,0.0,12727.0
468,156.0,0.0,0.0,19711.0
469,156.0,1.0,0.0,35711.0
470,156.0,2.0,0.0,12711.0
471,157.0,0.0,0.0,19607.0
472,157.0,1.0,0.0,35607.0
473,157.0,2.0,0.0,12607.0
474,158.0,0.0,0.0,19722.0
475,158.0,1.0,0.0,35722.0
476,158.0,2.0,0.0,12722.0
477,159.0,0.0,0.0,19697.0
478,159.0,1.0,0.0,35697.0
479,159.0,2.0,0.0,12697.0
480,160.0,0.0,0.0,19721.0
481,160.0,1.0,0.0,35721.0
482,160.0,2.0,0.0,12721.0
483,161.0,0.0,0.0,19795.0
484,161.0,1.0,0.0,35795.0
485,161.0,2.0,0.0,12795.0
486,162.0,0.0,0.0,19803.0
487,162.0,1.0,0.0,35803.0
488,162.0,2.0,0.0,12803.0
489,163.0,0.0,0.0,19705.0
490,163.0,1.0,0.0,35705.0
491,163.0,2.0,0.0,12705.0
492,164.0,0.0,0.0,19750.0
493,164.0,1.0,0.0,35750.0
494,164.0,2.0,0.0,12750.0
495,165.0,0.0,0.0,19803.0
496,165.0,1.0,0.0,35803.0
497,165.0,2.0,0.0,12803.0
498,166.0,0.0,0.0,19762.0
499,166.0,1.0,0.0,35762.0
500,166.0,2.0,0.0,12762.0
501,167.0,0.0,0.0,19796.0
502,167.0,1.0,0.0,35796.0
503,167.0,2.0,0.0,12796.0
504,168.0,0.0,0.0,19706.0
505,168.0,1.0,0.0,35706.0
506,168.0,2.0,0.0,12706.0
507,169.0,0.0,0.0,19761.0
508,169.0,1.0,0.0,35761.0
509,169.0,2.0,0.0,12761.0
510,170.0,0.0,0.0,19851.0
511,170.0,1.0,0.0,35851.0
512,170.0,2.0,0.0,12851.0
513,171.0,0.0,0.0,19792.0
514,171.0,1.0,0.0,35792.0
515,171.0,2.0,0.0,12792.0
516,172.0,0.0,0.0,19795.0
517,172.0,1.0,0.0,35795.0
518,172.0,2.0,0.0,12795.0
519,173.0,0.0,0.0,19807.0
520,173.0,1.0,0.0,35807.0
521,173.0,2.0,0.0,12807.0
522,174.0,0.0,0.0,19744.0
523,174.0,1.0,0.0,35744.0
524,174.0,2.0,0.0,12744.0
525,175.0,0.0,0.0,19666.0
526,175.0,1.0,0.0,35666.0
527,175.0,2.0,0.0,12666.0
528,176.0,0.0,0.0,19815.0
529,176.0,1.0,0.0,35815.0
530,176.0,2.0,0.0,12815.0
531,177.0,0.0,0.0,19814.0
532,177.0,1.0,0.0,35814.0
533,177.0,2.0,0.0,12814.0
534,178.0,0.0,0.0,19804.0
535,178.0,1.0,0.0,35804.0
536,178.0,2.0,0.0,12804.0
537,179.0,0.0,0.0,19664.0
538,179.0,1.0,0.0,35664.0
539,179.0,2.0,0.0,12664.0
540,180.0,0.0,0.0,19786.0
541,180.0,1.0,0.0,35786.0
542,180.0,2.0,0.0,12786.0
543,181.0,0.0,0.0,19712.0
544,181.0,1.0,0.0,35712.0
545,181.0,2.0,0.0,12712.0
546,182.0,0.0,0.0,19725.0
547,182.0,1.0,0.0,35725.0
548,182.0,2.0,0.0,12725.0
549,183.0,0.0,0.0,19738.0
550,183.0,1.0,0.0,35738.0
551,183.0,2.0,0.0,12738.0
552,184.0,0.0,0.0,19703.0
553,184.0,1.0,0.0,35703.0
554,184.0,2.0,0.0,12703.0
555,185.0,0.0,0.0,19709.0
556,185.0,1.0,0.0,35709.0
557,185.0,2.0,0.0,12709.0
558,186.0,0.0,0.0,19700.0
559,186.0,1.0,0.0,35700.0
560,186.0,2.0,0.0,12700.0
561,187.0,0.0,0.0,19772.0
562,187.0,1.0,0.0,35772.0
563,187.0,2.0,0.0,12772.0
564,188.0,0.0,0.0,19625.0
565,188.0,1.0,0.0,35625.0
566,188.0,2.0,0.0,12625.0
567,189.0,0.0,0.0,19847.0
568,189.0,1.0,0.0,35847.0
569,189.0,2.0,0.0,12847.0
570,190.0,0.0,0.0,19651.0
571,190.0,1.0,0.0,35651.0
572,190.0,2.0,0.0,12651.0
573,191.0,0.0,0.0,19716.0
574,191.0,1.0,0.0,35716.0
575,191.0,2.0,0.0,12716.0
576,192.0,0.0,0.0,19594.0
577,192.0,1.0,0.0,35594.0
578,192.0,2.0,0.0,12594.0
579,193.0,0.0,0.0,19875.0
580,193.0,1.0,0.0,35875.0
581,193.0,2.0,0.0,12875.0
582,194.0,0.0,0.0,19874.0
583,194.0,1.0,0.0,35874.0
584,194.0,2.0,0.0,12874.0
585,195.0,0.0,0.0,19757.0
586,195.0,1.0,0.0,35757.0
587,195.0,2.0,0.0,12757.0
588,196.0,0.0,0.0,19693.0
589,196.0,1.0,0.0,35693.0
590,196.0,2.0,0.0,12693.0
591,197.0,0.0,0.0,19792.0
592,197.0,1.0,0.0,35792.0
593,197.0,2.0,0.0,12792.0
594,198.0,0.0,0.0,19641.0
595,198.0,1.0,0.0,35641.0
596,198.0,2.0,0.0,12641.0
597,199.0,0.0,0.0,19749.0
598,199.0,1.0,0.0,35749.0
599,199.0,2.0,0.0,12749.0
600,200.0,0.0,0.0,19759.0
601,200.0,1.0,0.0,35759.0
602,200.0,2.0,0.0,12759.0
603,201.0,0.0,0.0,19749.0
604,201.0,1.0,0.0,35749.0
605,201.0,2.0,0.0,12749.0
606,202.0,0.0,0.0,19725.0
607,202.0,1.0,0.0,35725.0
608,202.0,2.0,0.0,12725.0
609,203.0,0.0,0.0,19820.0
610,203.0,1.0,0.0,35820.0
611,203.0,2.0,0.0,12820.0
612,204.0,0.0,0.0,19728.0
613,204.0,1.0,0.0,35728.0
614,204.0,2.0,0.0,12728.0
615,205.0,0.0,0.0,19740.0
616,205.0,1.0,0.0,35740.0
617,205.0,2.0,0.0,12740.0
618,206.0,0.0,0.0,19742.0
619,206.0,1.0,0.0,35742.0
620,206.0,2.0,0.0,12742.0
621,207.0,0.0,0.0,19665.0
622,207.0,1.0,0.0,35665.0
623,207.0,2.0,0.0,12665.0
624,208.0,0.0,0.0,19676.0
625,208.0,1.0,0.0,35676.0
626,208.0,2.0,0.0,12676.0
627,209.0,0.0,0.0,19747.0
628,209.0,1.0,0.0,35747.0
629,209.0,2.0,0.0,12747.0
630,210.0,0.0,0.0,19730.0
631,210.0,1.0,0.0,35730.0
632,210.0,2.0,0.0,12730.0
633,211.0,0.0,0.0,19795.0
634,211.0,1.0,0.0,35795.0
635,211.0,2.0,0.0,12795.0
636,212.0,0.0,0.0,19769.0
637,212.0,1.0,0.0,35769.0
638,212.0,2.0,0.0,12769.0
639,213.0,0.0,0.0,19661.0
640,213.0,1.0,0.0,35661.0
641,213.0,2.0,0.0,12661.0
642,214.0,0.0,0.0,19841.0
643,214.0,1.0,0.0,35841.0
644,214.0,2.0,0.0,12841.0
645,215.0,0.0,0.0,19759.0
646,215.0,1.0,0.0,35759.0
647,215.0,2.0,0.0,12759.0
648,216.0,0.0,0.0,19825.0
649,216.0,1.0,0.0,35825.0
650,216.0,2.0,0.0,12825.0
651,217.0,0.0,0.0,19707.0
652,217.0,1.0,0.0,35707.0
653,217.0,2.0,0.0,12707.0
654,218.0,0.0,0.0,19828.0
655,218.0,1.0,0.0,35828.0
656,218.0,2.0,0.0,12828.0
657,219.0,0.0,0.0,19785.0
658,219.0,1.0,0.0,35785.0
659,219.0,2.0,0.0,12785.0
660,220.0,0.0,0.0,19686.0
661,220.0,1.0,0.0,35686.0
662,220.0,2.0,0.0,12686.0
663,221.0,0.0,0.0,19722.0
664,221.0,1.0,0.0,35722.0
665,221.0,2.0,0.0,12722.0
666,222.0,0.0,0.0,19720.0
667,222.0,1.0,0.0,35720.0
668,222.0,2.0,0.0,12720.0
669,223.0,0.0,0.0,19710.0
670,223.0,1.0,0.0,35710.0
671,223.0,2.0,0.0,12710.0
672,224.0,0.0,0.0,19728.0
673,224.0,1.0,0.0,35728.0
674,224.0,2.0,0.0,12728.0
675,225.0,0.0,0.0,19779.0
676,225.0,1.0,0.0,35779.0
677,225.0,2.0,0.0,12779.0
678,226.0,0.0,0.0,19841.0
679,226.0,1.0,0.0,35841.0
680,226.0,2.0,0.0,12841.0
681,227.0,0.0,0.0,19644.0
682,227.0,1.0,0.0,35644.0
683,227.0,2.0,0.0,12644.0
684,228.0,0.0,0.0,19751.0
685,228.0,1.0,0.0,35751.0
686,228.0,2.0,0.0,12751.0
687,229.0,0.0,0.0,19655.0
688,229.0,1.0,0.0,35655.0
689,229.0,2.0,0.0,12655.0
690,230.0,0.0,0.0,19880.0
691,230.0,1.0,0.0,35880.0
692,230.0,2.0,0.0,12880.0
693,231.0,0.0,0.0,19693.0
694,231.0,1.0,0.0,35693.0
695,231.0,2.0,0.0,12693.0
696,232.0,0.0,0.0,19696.0
697,232.0,1.0,0.0,35696.0
698,232.0,2.0,0.0,12696.0
699,233.0,0.0,0.0,19697.0
700,233.0,1.0,0.0,35697.0
701,233.0,2.0,0.0,12697.0
702,234.0,0.0,0.0,19779.0
703,234.0,1.0,0.0,35779.0
704,234.0,2.0,0.0,12779.0
705,235.0,0.0,0.0,19810.0
706,235.0,1.0,0.0,35810.0
707,235.0,2.0,0.0,12810.0
708,236.0,0.0,0.0,19705.0
709,236.0,1.0,0.0,35705.0
710,236.0,2.0,0.0,12705.0
711,237.0,0.0,0.0,19785.0
712,237.0,1.0,0.0,35785.0
713,237.0,2.0,0.0,12785.0
714,238.0,0.0,0.0,19611.0
715,238.0,1.0,0.0,35611.0
716,238.0,2.0,0.0,12611.0
717,239.0,0.0,0.0,19815.0
718,239.0,1.0,0.0,35815.0
719,239.0,2.0,0.0,12815.0
720,240.0,0.0,0.0,19769.0
721,240.0,1.0,0.0,35769.0
722,240.0,2.0,0.0,12769.0
723,241.0,0.0,0.0,19754.0
724,241.0,1.0,0.0,35754.0
725,241.0,2.0,0.0,12754.0
726,242.0,0.0,0.0,19713.0
727,242.0,1.0,0.0,35713.0
728,242.0,2.0,0.0,12713.0
729,243.0,0.0,0.0,19789.0
730,243.0,1.0,0.0,35789.0
731,243.0,2.0,0.0,12789.0
732,244.0,0.0,0.0,19727.0
