,trial_num,method_num,delim_size,space
1920,40.0,0.0,2.0,18893.6875
1921,40.0,1.0,2.0,34073.375
1922,40.0,2.0,2.0,13690.07421875
1923,41.0,0.0,2.0,19218.34375
1924,41.0,1.0,2.0,34745.6875
1925,41.0,2.0,2.0,13862.630859375
1926,42.0,0.0,2.0,19293.34375
1927,42.0,1.0,2.0,34816.6875
1928,42.0,2.0,2.0,13933.630859375
1929,43.0,0.0,2.0,19552.59375
1930,43.0,1.0,2.0,35357.1875
1931,43.0,2.0,2.0,14069.833984375
1932,44.0,0.0,2.0,18798.6875
1933,44.0,1.0,2.0,33978.375
1934,44.0,2.0,2.0,13595.07421875
1935,45.0,0.0,2.0,19284.34375
1936,45.0,1.0,2.0,34807.6875
1937,45.0,2.0,2.0,13924.630859375
1938,46.0,0.0,2.0,19304.34375
1939,46.0,1.0,2.0,34831.6875
1940,46.0,2.0,2.0,13948.630859375
1941,47.0,0.0,2.0,19223.34375
1942,47.0,1.0,2.0,34750.6875
1943,47.0,2.0,2.0,13867.630859375
1944,48.0,0.0,2.0,19350.34375
1945,48.0,1.0,2.0,34877.6875
1946,48.0,2.0,2.0,13994.630859375
1947,49.0,0.0,2.0,19616.59375
1948,49.0,1.0,2.0,35425.1875
1949,49.0,2.0,2.0,14137.833984375
1950,50.0,0.0,2.0,18934.6875
1951,50.0,1.0,2.0,34112.375
1952,50.0,2.0,2.0,13729.07421875
1953,51.0,0.0,2.0,19258.34375
1954,51.0,1.0,2.0,34783.6875
1955,51.0,2.0,2.0,13900.630859375
1956,52.0,0.0,2.0,19342.34375
1957,52.0,1.0,2.0,34869.6875
1958,52.0,2.0,2.0,13986.630859375
1959,53.0,0.0,2.0,19413.34375
1960,53.0,1.0,2.0,34940.6875
1961,53.0,2.0,2.0,14057.630859375
1962,54.0,0.0,2.0,18846.6875
1963,54.0,1.0,2.0,34022.375
1964,54.0,2.0,2.0,13639.07421875
1965,55.0,0.0,2.0,19204.34375
1966,55.0,1.0,2.0,34731.6875
1967,55.0,2.0,2.0,13848.630859375
1968,56.0,0.0,2.0,19374.34375
1969,56.0,1.0,2.0,34901.6875
1970,56.0,2.0,2.0,14018.630859375
1971,57.0,0.0,2.0,18916.6875
1972,57.0,1.0,2.0,34096.375
1973,57.0,2.0,2.0,13713.07421875
1974,58.0,0.0,2.0,19254.34375
1975,58.0,1.0,2.0,34781.6875
1976,58.0,2.0,2.0,13898.630859375
1977,59.0,0.0,2.0,19219.34375
1978,59.0,1.0,2.0,34746.6875
1979,59.0,2.0,2.0,13863.630859375
1980,60.0,0.0,2.0,19550.59375
1981,60.0,1.0,2.0,35359.1875
1982,60.0,2.0,2.0,14071.833984375
1983,61.0,0.0,2.0,19390.34375
1984,61.0,1.0,2.0,34915.6875
1985,61.0,2.0,2.0,14032.630859375
1986,62.0,0.0,2.0,19349.34375
1987,62.0,1.0,2.0,34876.6875
1988,62.0,2.0,2.0,13993.630859375
1989,63.0,0.0,2.0,19174.34375
1990,63.0,1.0,2.0,34701.6875
1991,63.0,2.0,2.0,13818.630859375
1992,64.0,0.0,2.0,19294.34375
1993,64.0,1.0,2.0,34821.6875
1994,64.0,2.0,2.0,13938.630859375
1995,65.0,0.0,2.0,18917.6875
1996,65.0,1.0,2.0,34095.375
1997,65.0,2.0,2.0,13712.07421875
1998,66.0,0.0,2.0,18950.6875
1999,66.0,1.0,2.0,34130.375
2000,66.0,2.0,2.0,13747.07421875
2001,67.0,0.0,2.0,18851.6875
2002,67.0,1.0,2.0,34031.375
2003,67.0,2.0,2.0,13648.07421875
2004,68.0,0.0,2.0,19304.34375
2005,68.0,1.0,2.0,34831.6875
2006,68.0,2.0,2.0,13948.630859375
2007,69.0,0.0,2.0,19346.34375
2008,69.0,1.0,2.0,34873.6875
2009,69.0,2.0,2.0,13990.630859375
2010,70.0,0.0,2.0,19531.59375
2011,70.0,1.0,2.0,35338.1875
2012,70.0,2.0,2.0,14050.833984375
2013,71.0,0.0,2.0,19170.34375
2014,71.0,1.0,2.0,34693.6875
2015,71.0,2.0,2.0,13810.630859375
2016,72.0,0.0,2.0,19625.59375
2017,72.0,1.0,2.0,35434.1875
2018,72.0,2.0,2.0,14146.833984375
2019,73.0,0.0,2.0,19288.34375
2020,73.0,1.0,2.0,34813.6875
2021,73.0,2.0,2.0,13930.630859375
2022,74.0,0.0,2.0,19346.34375
2023,74.0,1.0,2.0,34873.6875
2024,74.0,2.0,2.0,13990.630859375
2025,75.0,0.0,2.0,18803.6875
2026,75.0,1.0,2.0,33981.375
2027,75.0,2.0,2.0,13598.07421875
2028,76.0,0.0,2.0,19260.34375
2029,76.0,1.0,2.0,34787.6875
2030,76.0,2.0,2.0,13904.630859375
2031,77.0,0.0,2.0,19592.59375
2032,77.0,1.0,2.0,35401.1875
2033,77.0,2.0,2.0,14113.833984375
2034,78.0,0.0,2.0,19269.34375
2035,78.0,1.0,2.0,34796.6875
2036,78.0,2.0,2.0,13913.630859375
2037,79.0,0.0,2.0,18889.6875
2038,79.0,1.0,2.0,34069.375
2039,79.0,2.0,2.0,13686.07421875
2040,80.0,0.0,2.0,19352.34375
2041,80.0,1.0,2.0,34879.6875
2042,80.0,2.0,2.0,13996.630859375
2043,81.0,0.0,2.0,18744.6875
2044,81.0,1.0,2.0,33924.375
2045,81.0,2.0,2.0,13541.07421875
2046,82.0,0.0,2.0,19316.34375
2047,82.0,1.0,2.0,34843.6875
2048,82.0,2.0,2.0,13960.630859375
2049,83.0,0.0,2.0,19306.34375
2050,83.0,1.0,2.0,34833.6875
2051,83.0,2.0,2.0,13950.630859375
2052,84.0,0.0,2.0,19300.34375
2053,84.0,1.0,2.0,34827.6875
2054,84.0,2.0,2.0,13944.630859375
2055,85.0,0.0,2.0,18913.6875
2056,85.0,1.0,2.0,34091.375
2057,85.0,2.0,2.0,13708.07421875
2058,86.0,0.0,2.0,19242.34375
2059,86.0,1.0,2.0,34769.6875
2060,86.0,2.0,2.0,13886.630859375
2061,87.0,0.0,2.0,19287.34375
2062,87.0,1.0,2.0,34814.6875
2063,87.0,2.0,2.0,13931.630859375
2064,88.0,0.0,2.0,19272.34375
2065,88.0,1.0,2.0,34799.6875
2066,88.0,2.0,2.0,13916.630859375
2067,89.0,0.0,2.0,18873.6875
2068,89.0,1.0,2.0,34053.375
2069,89.0,2.0,2.0,13670.07421875
2070,90.0,0.0,2.0,19590.59375
2071,90.0,1.0,2.0,35395.1875
2072,90.0,2.0,2.0,14107.833984375
2073,91.0,0.0,2.0,19350.34375
2074,91.0,1.0,2.0,34873.6875
2075,91.0,2.0,2.0,13990.630859375
2076,92.0,0.0,2.0,19254.34375
2077,92.0,1.0,2.0,34777.6875
2078,92.0,2.0,2.0,13894.630859375
2079,93.0,0.0,2.0,19287.34375
2080,93.0,1.0,2.0,34814.6875
2081,93.0,2.0,2.0,13931.630859375
2082,94.0,0.0,2.0,19311.34375
2083,94.0,1.0,2.0,34838.6875
2084,94.0,2.0,2.0,13955.630859375
2085,95.0,0.0,2.0,19266.34375
2086,95.0,1.0,2.0,34793.6875
2087,95.0,2.0,2.0,13910.630859375
2088,96.0,0.0,2.0,19318.34375
2089,96.0,1.0,2.0,34843.6875
2090,96.0,2.0,2.0,13960.630859375
2091,97.0,0.0,2.0,19288.34375
2092,97.0,1.0,2.0,34813.6875
2093,97.0,2.0,2.0,13930.630859375
2094,98.0,0.0,2.0,19323.34375
2095,98.0,1.0,2.0,34850.6875
2096,98.0,2.0,2.0,13967.630859375
2097,99.0,0.0,2.0,19208.34375
2098,99.0,1.0,2.0,34735.6875
2099,99.0,2.0,2.0,13852.630859375
2100,100.0,0.0,2.0,18948.6875
2101,100.0,1.0,2.0,34126.375
2102,100.0,2.0,2.0,13743.07421875
2103,101.0,0.0,2.0,19447.34375
2104,101.0,1.0,2.0,34974.6875
2105,101.0,2.0,2.0,14091.630859375
2106,102.0,0.0,2.0,19294.34375
2107,102.0,1.0,2.0,34821.6875
2108,102.0,2.0,2.0,13938.630859375
2109,103.0,0.0,2.0,19275.34375
2110,103.0,1.0,2.0,34800.6875
2111,103.0,2.0,2.0,13917.630859375
2112,104.0,0.0,2.0,19534.59375
2113,104.0,1.0,2.0,35341.1875
2114,104.0,2.0,2.0,14053.833984375
2115,105.0,0.0,2.0,19283.34375
2116,105.0,1.0,2.0,34808.6875
2117,105.0,2.0,2.0,13925.630859375
2118,106.0,0.0,2.0,19376.34375
2119,106.0,1.0,2.0,34903.6875
2120,106.0,2.0,2.0,14020.630859375
2121,107.0,0.0,2.0,19290.34375
2122,107.0,1.0,2.0,34817.6875
2123,107.0,2.0,2.0,13934.630859375
2124,108.0,0.0,2.0,19698.59375
2125,108.0,1.0,2.0,35507.1875
2126,108.0,2.0,2.0,14219.833984375
2127,109.0,0.0,2.0,19637.59375
2128,109.0,1.0,2.0,35444.1875
2129,109.0,2.0,2.0,14156.833984375
2130,110.0,0.0,2.0,19241.34375
2131,110.0,1.0,2.0,34766.6875
2132,110.0,2.0,2.0,13883.630859375
2133,111.0,0.0,2.0,18984.6875
2134,111.0,1.0,2.0,34164.375
2135,111.0,2.0,2.0,13781.07421875
2136,112.0,0.0,2.0,19265.34375
2137,112.0,1.0,2.0,34790.6875
2138,112.0,2.0,2.0,13907.630859375
2139,113.0,0.0,2.0,19338.34375
2140,113.0,1.0,2.0,34861.6875
2141,113.0,2.0,2.0,13978.630859375
2142,114.0,0.0,2.0,19039.6875
2143,114.0,1.0,2.0,34219.375
2144,114.0,2.0,2.0,13836.07421875
2145,115.0,0.0,2.0,19337.34375
2146,115.0,1.0,2.0,34862.6875
2147,115.0,2.0,2.0,13979.630859375
2148,116.0,0.0,2.0,19227.34375
2149,116.0,1.0,2.0,34752.6875
2150,116.0,2.0,2.0,13869.630859375
2151,117.0,0.0,2.0,19303.34375
2152,117.0,1.0,2.0,34830.6875
2153,117.0,2.0,2.0,13947.630859375
2154,118.0,0.0,2.0,19278.34375
2155,118.0,1.0,2.0,34803.6875
2156,118.0,2.0,2.0,13920.630859375
2157,119.0,0.0,2.0,19269.34375
2158,119.0,1.0,2.0,34796.6875
2159,119.0,2.0,2.0,13913.630859375
2160,120.0,0.0,2.0,18828.6875
2161,120.0,1.0,2.0,34008.375
2162,120.0,2.0,2.0,13625.07421875
2163,121.0,0.0,2.0,19268.34375
2164,121.0,1.0,2.0,34795.6875
2165,121.0,2.0,2.0,13912.630859375
2166,122.0,0.0,2.0,19253.34375
2167,122.0,1.0,2.0,34780.6875
2168,122.0,2.0,2.0,13897.630859375
2169,123.0,0.0,2.0,18956.6875
2170,123.0,1.0,2.0,34136.375
2171,123.0,2.0,2.0,13753.07421875
2172,124.0,0.0,2.0,19207.34375
2173,124.0,1.0,2.0,34734.6875
2174,124.0,2.0,2.0,13851.630859375
2175,125.0,0.0,2.0,19358.34375
2176,125.0,1.0,2.0,34885.6875
2177,125.0,2.0,2.0,14002.630859375
2178,126.0,0.0,2.0,19303.34375
2179,126.0,1.0,2.0,34830.6875
2180,126.0,2.0,2.0,13947.630859375
2181,127.0,0.0,2.0,19560.59375
2182,127.0,1.0,2.0,35369.1875
2183,127.0,2.0,2.0,14081.833984375
2184,128.0,0.0,2.0,18820.6875
2185,128.0,1.0,2.0,33996.375
2186,128.0,2.0,2.0,13613.07421875
2187,129.0,0.0,2.0,19292.34375
2188,129.0,1.0,2.0,34817.6875
2189,129.0,2.0,2.0,13934.630859375
2190,130.0,0.0,2.0,18893.6875
2191,130.0,1.0,2.0,34073.375
2192,130.0,2.0,2.0,13690.07421875
2193,131.0,0.0,2.0,19354.34375
2194,131.0,1.0,2.0,34881.6875
2195,131.0,2.0,2.0,13998.630859375
2196,132.0,0.0,2.0,19308.34375
2197,132.0,1.0,2.0,34835.6875
2198,132.0,2.0,2.0,13952.630859375
2199,133.0,0.0,2.0,19627.59375
2200,133.0,1.0,2.0,35436.1875
2201,133.0,2.0,2.0,14148.833984375
2202,134.0,0.0,2.0,19215.34375
2203,134.0,1.0,2.0,34742.6875
2204,134.0,2.0,2.0,13859.630859375
2205,135.0,0.0,2.0,18907.6875
2206,135.0,1.0,2.0,34087.375
2207,135.0,2.0,2.0,13704.07421875
2208,136.0,0.0,2.0,19282.34375
2209,136.0,1.0,2.0,34809.6875
2210,136.0,2.0,2.0,13926.630859375
2211,137.0,0.0,2.0,18895.6875
2212,137.0,1.0,2.0,34075.375
2213,137.0,2.0,2.0,13692.07421875
2214,138.0,0.0,2.0,19364.34375
2215,138.0,1.0,2.0,34891.6875
2216,138.0,2.0,2.0,14008.630859375
2217,139.0,0.0,2.0,18888.6875
2218,139.0,1.0,2.0,34068.375
2219,139.0,2.0,2.0,13685.07421875
2220,140.0,0.0,2.0,18852.6875
2221,140.0,1.0,2.0,34028.375
2222,140.0,2.0,2.0,13645.07421875
2223,141.0,0.0,2.0,19009.6875
2224,141.0,1.0,2.0,34185.375
2225,141.0,2.0,2.0,13802.07421875
2226,142.0,0.0,2.0,19304.34375
2227,142.0,1.0,2.0,34831.6875
2228,142.0,2.0,2.0,13948.630859375
2229,143.0,0.0,2.0,19197.34375
2230,143.0,1.0,2.0,34722.6875
2231,143.0,2.0,2.0,13839.630859375
2232,144.0,0.0,2.0,19357.34375
2233,144.0,1.0,2.0,34884.6875
2234,144.0,2.0,2.0,14001.630859375
2235,145.0,0.0,2.0,19223.34375
2236,145.0,1.0,2.0,34750.6875
2237,145.0,2.0,2.0,13867.630859375
2238,146.0,0.0,2.0,19236.34375
2239,146.0,1.0,2.0,34763.6875
2240,146.0,2.0,2.0,13880.630859375
2241,147.0,0.0,2.0,18927.6875
2242,147.0,1.0,2.0,34105.375
2243,147.0,2.0,2.0,13722.07421875
2244,148.0,0.0,2.0,19378.34375
2245,148.0,1.0,2.0,34905.6875
2246,148.0,2.0,2.0,14022.630859375
2247,149.0,0.0,2.0,19278.34375
2248,149.0,1.0,2.0,34801.6875
2249,149.0,2.0,2.0,13918.630859375
2250,150.0,0.0,2.0,19351.34375
2251,150.0,1.0,2.0,34878.6875
2252,150.0,2.0,2.0,13995.630859375
2253,151.0,0.0,2.0,18999.6875
2254,151.0,1.0,2.0,34177.375
2255,151.0,2.0,2.0,13794.07421875
2256,152.0,0.0,2.0,19280.34375
2257,152.0,1.0,2.0,34807.6875
2258,152.0,2.0,2.0,13924.630859375
2259,153.0,0.0,2.0,19296.34375
2260,153.0,1.0,2.0,34823.6875
2261,153.0,2.0,2.0,13940.630859375
2262,154.0,0.0,2.0,19284.34375
2263,154.0,1.0,2.0,34811.6875
2264,154.0,2.0,2.0,13928.630859375
2265,155.0,0.0,2.0,18821.6875
2266,155.0,1.0,2.0,34001.375
2267,155.0,2.0,2.0,13618.07421875
2268,156.0,0.0,2.0,18931.6875
2269,156.0,1.0,2.0,34111.375
2270,156.0,2.0,2.0,13728.07421875
2271,157.0,0.0,2.0,19316.34375
2272,157.0,1.0,2.0,34843.6875
2273,157.0,2.0,2.0,13960.630859375
2274,158.0,0.0,2.0,19555.59375
2275,158.0,1.0,2.0,35364.1875
2276,158.0,2.0,2.0,14076.833984375
2277,159.0,0.0,2.0,19232.34375
2278,159.0,1.0,2.0,34759.6875
2279,159.0,2.0,2.0,13876.630859375
2280,160.0,0.0,2.0,18894.6875
2281,160.0,1.0,2.0,34072.375
2282,160.0,2.0,2.0,13689.07421875
2283,161.0,0.0,2.0,19281.34375
2284,161.0,1.0,2.0,34808.6875
2285,161.0,2.0,2.0,13925.630859375
2286,162.0,0.0,2.0,19552.59375
2287,162.0,1.0,2.0,35359.1875
2288,162.0,2.0,2.0,14071.833984375
2289,163.0,0.0,2.0,18945.6875
2290,163.0,1.0,2.0,34125.375
2291,163.0,2.0,2.0,13742.07421875
2292,164.0,0.0,2.0,19264.34375
2293,164.0,1.0,2.0,34791.6875
2294,164.0,2.0,2.0,13908.630859375
2295,165.0,0.0,2.0,19277.34375
2296,165.0,1.0,2.0,34802.6875
2297,165.0,2.0,2.0,13919.630859375
2298,166.0,0.0,2.0,18929.6875
2299,166.0,1.0,2.0,34107.375
2300,166.0,2.0,2.0,13724.07421875
2301,167.0,0.0,2.0,19365.34375
2302,167.0,1.0,2.0,34892.6875
2303,167.0,2.0,2.0,14009.630859375
2304,168.0,0.0,2.0,19339.34375
2305,168.0,1.0,2.0,34866.6875
2306,168.0,2.0,2.0,13983.630859375
2307,169.0,0.0,2.0,19151.34375
2308,169.0,1.0,2.0,34676.6875
2309,169.0,2.0,2.0,13793.630859375
2310,170.0,0.0,2.0,19239.34375
2311,170.0,1.0,2.0,34766.6875
2312,170.0,2.0,2.0,13883.630859375
2313,171.0,0.0,2.0,19365.34375
2314,171.0,1.0,2.0,34892.6875
2315,171.0,2.0,2.0,14009.630859375
2316,172.0,0.0,2.0,19258.34375
2317,172.0,1.0,2.0,34785.6875
2318,172.0,2.0,2.0,13902.630859375
2319,173.0,0.0,2.0,19318.34375
2320,173.0,1.0,2.0,34845.6875
2321,173.0,2.0,2.0,13962.630859375
2322,174.0,0.0,2.0,19270.34375
2323,174.0,1.0,2.0,34797.6875
2324,174.0,2.0,2.0,13914.630859375
2325,175.0,0.0,2.0,19344.34375
2326,175.0,1.0,2.0,34869.6875
2327,175.0,2.0,2.0,13986.630859375
2328,176.0,0.0,2.0,19214.34375
2329,176.0,1.0,2.0,34741.6875
2330,176.0,2.0,2.0,13858.630859375
2331,177.0,0.0,2.0,19273.34375
2332,177.0,1.0,2.0,34800.6875
2333,177.0,2.0,2.0,13917.630859375
2334,178.0,0.0,2.0,19275.34375
2335,178.0,1.0,2.0,34802.6875
2336,178.0,2.0,2.0,13919.630859375
2337,179.0,0.0,2.0,19644.59375
2338,179.0,1.0,2.0,35453.1875
2339,179.0,2.0,2.0,14165.833984375
2340,180.0,0.0,2.0,18941.6875
2341,180.0,1.0,2.0,34119.375
2342,180.0,2.0,2.0,13736.07421875
2343,181.0,0.0,2.0,19744.59375
2344,181.0,1.0,2.0,35553.1875
2345,181.0,2.0,2.0,14265.833984375
2346,182.0,0.0,2.0,19365.34375
2347,182.0,1.0,2.0,34892.6875
2348,182.0,2.0,2.0,14009.630859375
2349,183.0,0.0,2.0,19236.34375
2350,183.0,1.0,2.0,34763.6875
2351,183.0,2.0,2.0,13880.630859375
2352,184.0,0.0,2.0,18883.6875
2353,184.0,1.0,2.0,34063.375
2354,184.0,2.0,2.0,13680.07421875
2355,185.0,0.0,2.0,19364.34375
2356,185.0,1.0,2.0,34891.6875
2357,185.0,2.0,2.0,14008.630859375
2358,186.0,0.0,2.0,19235.34375
2359,186.0,1.0,2.0,34762.6875
2360,186.0,2.0,2.0,13879.630859375
2361,187.0,0.0,2.0,18884.6875
2362,187.0,1.0,2.0,34062.375
2363,187.0,2.0,2.0,13679.07421875
2364,188.0,0.0,2.0,19304.34375
2365,188.0,1.0,2.0,34831.6875
2366,188.0,2.0,2.0,13948.630859375
2367,189.0,0.0,2.0,19241.34375
2368,189.0,1.0,2.0,34768.6875
2369,189.0,2.0,2.0,13885.630859375
2370,190.0,0.0,2.0,19488.59375
2371,190.0,1.0,2.0,35297.1875
2372,190.0,2.0,2.0,14009.833984375
2373,191.0,0.0,2.0,19277.34375
2374,191.0,1.0,2.0,34804.6875
2375,191.0,2.0,2.0,13921.630859375
2376,192.0,0.0,2.0,19221.34375
2377,192.0,1.0,2.0,34748.6875
2378,192.0,2.0,2.0,13865.630859375
2379,193.0,0.0,2.0,19275.34375
2380,193.0,1.0,2.0,34802.6875
2381,193.0,2.0,2.0,13919.630859375
2382,194.0,0.0,2.0,19163.34375
2383,194.0,1.0,2.0,34688.6875
2384,194.0,2.0,2.0,13805.630859375
2385,195.0,0.0,2.0,19283.34375
2386,195.0,1.0,2.0,34810.6875
2387,195.0,2.0,2.0,13927.630859375
2388,196.0,0.0,2.0,19192.34375
2389,196.0,1.0,2.0,34717.6875
2390,196.0,2.0,2.0,13834.630859375
2391,197.0,0.0,2.0,18985.6875
2392,197.0,1.0,2.0,34165.375
2393,197.0,2.0,2.0,13782.07421875
2394,198.0,0.0,2.0,19313.34375
2395,198.0,1.0,2.0,34834.6875
2396,198.0,2.0,2.0,13951.630859375
2397,199.0,0.0,2.0,18841.6875
2398,199.0,1.0,2.0,34019.375
2399,199.0,2.0,2.0,13636.07421875
2400,200.0,0.0,2.0,18879.6875
2401,200.0,1.0,2.0,34057.375
2402,200.0,2.0,2.0,13674.07421875
2403,201.0,0.0,2.0,18774.6875
2404,201.0,1.0,2.0,33954.375
2405,201.0,2.0,2.0,13571.07421875
2406,202.0,0.0,2.0,19353.34375
2407,202.0,1.0,2.0,34880.6875
2408,202.0,2.0,2.0,13997.630859375
2409,203.0,0.0,2.0,19344.34375
2410,203.0,1.0,2.0,34871.6875
2411,203.0,2.0,2.0,13988.630859375
2412,204.0,0.0,2.0,19175.34375
2413,204.0,1.0,2.0,34702.6875
2414,204.0,2.0,2.0,13819.630859375
2415,205.0,0.0,2.0,19478.59375
2416,205.0,1.0,2.0,35287.1875
2417,205.0,2.0,2.0,13999.833984375
2418,206.0,0.0,2.0,18428.0
2419,206.0,1.0,2.0,33178.0
2420,206.0,2.0,2.0,13412.375
2421,207.0,0.0,2.0,19367.34375
2422,207.0,1.0,2.0,34894.6875
2423,207.0,2.0,2.0,14011.630859375
2424,208.0,0.0,2.0,19265.34375
2425,208.0,1.0,2.0,34792.6875
2426,208.0,2.0,2.0,13909.630859375
2427,209.0,0.0,2.0,18853.6875
2428,209.0,1.0,2.0,34029.375
2429,209.0,2.0,2.0,13646.07421875
2430,210.0,0.0,2.0,19287.34375
2431,210.0,1.0,2.0,34812.6875
2432,210.0,2.0,2.0,13929.630859375
2433,211.0,0.0,2.0,19237.34375
2434,211.0,1.0,2.0,34764.6875
2435,211.0,2.0,2.0,13881.630859375
2436,212.0,0.0,2.0,19225.34375
2437,212.0,1.0,2.0,34752.6875
2438,212.0,2.0,2.0,13869.630859375
2439,213.0,0.0,2.0,19227.34375
2440,213.0,1.0,2.0,34754.6875
2441,213.0,2.0,2.0,13871.630859375
2442,214.0,0.0,2.0,19285.34375
2443,214.0,1.0,2.0,34810.6875
2444,214.0,2.0,2.0,13927.630859375
2445,215.0,0.0,2.0,19294.34375
2446,215.0,1.0,2.0,34821.6875
2447,215.0,2.0,2.0,13938.630859375
2448,216.0,0.0,2.0,18907.6875
2449,216.0,1.0,2.0,34087.375
2450,216.0,2.0,2.0,13704.07421875
2451,217.0,0.0,2.0,19582.59375
2452,217.0,1.0,2.0,35391.1875
2453,217.0,2.0,2.0,14103.833984375
2454,218.0,0.0,2.0,18915.6875
2455,218.0,1.0,2.0,34095.375
2456,218.0,2.0,2.0,13712.07421875
2457,219.0,0.0,2.0,19340.34375
2458,219.0,1.0,2.0,34867.6875
2459,219.0,2.0,2.0,13984.630859375
2460,220.0,0.0,2.0,19223.34375
2461,220.0,1.0,2.0,34748.6875
2462,220.0,2.0,2.0,13865.630859375
2463,221.0,0.0,2.0,19652.59375
2464,221.0,1.0,2.0,35461.1875
2465,221.0,2.0,2.0,14173.833984375
2466,222.0,0.0,2.0,18843.6875
2467,222.0,1.0,2.0,34023.375
2468,222.0,2.0,2.0,13640.07421875
2469,223.0,0.0,2.0,19318.34375
2470,223.0,1.0,2.0,34843.6875
2471,223.0,2.0,2.0,13960.630859375
2472,224.0,0.0,2.0,18775.6875
2473,224.0,1.0,2.0,33953.375
2474,224.0,2.0,2.0,13570.07421875
2475,225.0,0.0,2.0,19370.34375
2476,225.0,1.0,2.0,34897.6875
2477,225.0,2.0,2.0,14014.630859375
2478,226.0,0.0,2.0,19356.34375
2479,226.0,1.0,2.0,34883.6875
2480,226.0,2.0,2.0,14000.630859375
2481,227.0,0.0,2.0,19319.34375
2482,227.0,1.0,2.0,34846.6875
2483,227.0,2.0,2.0,13963.630859375
2484,228.0,0.0,2.0,19214.34375
2485,228.0,1.0,2.0,34741.6875
2486,228.0,2.0,2.0,13858.630859375
2487,229.0,0.0,2.0,18848.6875
2488,229.0,1.0,2.0,34026.375
2489,229.0,2.0,2.0,13643.07421875
2490,230.0,0.0,2.0,19340.34375
2491,230.0,1.0,2.0,34867.6875
2492,230.0,2.0,2.0,13984.630859375
2493,231.0,0.0,2.0,19160.34375
2494,231.0,1.0,2.0,34687.6875
2495,231.0,2.0,2.0,13804.630859375
2496,232.0,0.0,2.0,19283.34375
2497,232.0,1.0,2.0,34806.6875
2498,232.0,2.0,2.0,13923.630859375
2499,233.0,0.0,2.0,19283.34375
2500,233.0,1.0,2.0,34808.6875
2501,233.0,2.0,2.0,13925.630859375
2502,234.0,0.0,2.0,19208.34375
2503,234.0,1.0,2.0,34735.6875
2504,234.0,2.0,2.0,13852.630859375
2505,235.0,0.0,2.0,18887.6875
2506,235.0,1.0,2.0,34067.375
2507,235.0,2.0,2.0,13684.07421875
2508,236.0,0.0,2.0,19338.34375
2509,236.0,1.0,2.0,34865.6875
2510,236.0,2.0,2.0,13982.630859375
2511,237.0,0.0,2.0,19262.34375
2512,237.0,1.0,2.0,34787.6875
2513,237.0,2.0,2.0,13904.630859375
2514,238.0,0.0,2.0,19343.34375
2515,238.0,1.0,2.0,34870.6875
2516,238.0,2.0,2.0,13987.630859375
2517,239.0,0.0,2.0,18867.6875
2518,239.0,1.0,2.0,34047.375
2519,239.0,2.0,2.0,13664.07421875
2520,240.0,0.0,2.0,19625.59375
2521,240.0,1.0,2.0,35432.1875
2522,240.0,2.0,2.0,14144.833984375
2523,241.0,0.0,2.0,19288.34375
2524,241.0,1.0,2.0,34815.6875
2525,241.0,2.0,2.0,13932.630859375
2526,242.0,0.0,2.0,18839.6875
2527,242.0,1.0,2.0,34019.375
2528,242.0,2.0,2.0,13636.07421875
2529,243.0,0.0,2.0,19262.34375
2530,243.0,1.0,2.0,34787.6875
2531,243.0,2.0,2.0,13904.630859375
2532,244.0,0.0,2.0,19278.34375
2533,244.0,1.0,2.0,34805.6875
2534,244.0,2.0,2.0,13922.630859375
2535,245.0,0.0,2.0,19262.34375
2536,245.0,1.0,2.0,34787.6875
2537,245.0,2.0,2.0,13904.630859375
2538,246.0,0.0,2.0,19248.34375
2539,246.0,1.0,2.0,34775.6875
2540,246.0,2.0,2.0,13892.630859375
2541,247.0,0.0,2.0,19307.34375
2542,247.0,1.0,2.0,34832.6875
2543,247.0,2.0,2.0,13949.630859375
2544,248.0,0.0,2.0,19305.34375
2545,248.0,1.0,2.0,34830.6875
2546,248.0,2.0,2.0,13947.630859375
2547,249.0,0.0,2.0,19555.59375
2548,249.0,1.0,2.0,35362.1875
2549,249.0,2.0,2.0,14074.833984375
2550,250.0,0.0,2.0,19310.34375
2551,250.0,1.0,2.0,34837.6875
2552,250.0,2.0,2.0,13954.630859375
2553,251.0,0.0,2.0,19313.34375
2554,251.0,1.0,2.0,34840.6875
2555,251.0,2.0,2.0,13957.630859375
2556,252.0,0.0,2.0,18941.6875
2557,252.0,1.0,2.0,34119.375
2558,252.0,2.0,2.0,13736.07421875
2559,253.0,0.0,2.0,19323.34375
2560,253.0,1.0,2.0,34850.6875
2561,253.0,2.0,2.0,13967.630859375
2562,254.0,0.0,2.0,19334.34375
2563,254.0,1.0,2.0,34861.6875
2564,254.0,2.0,2.0,13978.630859375
2565,255.0,0.0,2.0,18905.6875
2566,255.0,1.0,2.0,34083.375
2567,255.0,2.0,2.0,13700.07421875
2568,256.0,0.0,2.0,19347.34375
2569,256.0,1.0,2.0,34874.6875
2570,256.0,2.0,2.0,13991.630859375
2571,257.0,0.0,2.0,18871.6875
2572,257.0,1.0,2.0,34051.375
2573,257.0,2.0,2.0,13668.07421875
2574,258.0,0.0,2.0,19350.34375
2575,258.0,1.0,2.0,34877.6875
2576,258.0,2.0,2.0,13994.630859375
2577,259.0,0.0,2.0,19305.34375
